MOVIE ID,WATCH DATE,MINUTES WATCHED
tt0026932,12/27/2016,30
tt0034399,07/01/2017,96
tt0023151,11/21/2017,69
tt0019509,08/10/2015,84
tt0020538,02/11/2016,86
tt0032404,08/04/2018,68
tt0022339,12/09/2015,53
tt0026403,10/04/2016,42
tt0018876,08/05/2017,38
tt0034264,02/11/2019,31
tt0031614,04/07/2020,57
tt0030811,06/10/2015,14
tt0022074,08/28/2018,84
tt0022725,12/11/2019,49
tt0026606,02/04/2017,58
tt0022599,01/29/2017,71
tt0019655,01/04/2019,87
tt0033075,05/12/2015,39
tt0017534,04/01/2016,65
tt0026895,07/04/2019,30
tt0030650,07/28/2017,68
tt0026426,11/30/2015,54
tt0029517,06/02/2020,24
tt0017382,01/09/2019,30
tt0033922,07/12/2018,43
tt0024188,06/05/2020,17
tt0031455,08/17/2016,108
tt0035049,12/21/2015,31
tt0034374,12/27/2016,32
tt0019186,05/01/2016,23
tt0027594,04/19/2020,41
tt0032728,07/03/2019,31
tt0022784,01/06/2015,51
tt0009893,06/19/2016,54
tt0022788,12/05/2017,40
tt0032138,12/18/2019,76
tt0027893,10/16/2018,72
tt0030696,07/28/2017,19
tt0027377,10/10/2015,31
tt0033373,12/19/2018,21
tt0033367,12/28/2015,29
tt0027849,10/31/2017,54
tt0020193,10/19/2015,91
tt0024633,06/24/2015,34
tt0016953,09/30/2016,75
tt0026682,10/17/2016,68
tt0019726,04/27/2015,6
tt0033553,02/22/2020,39
tt0021933,11/16/2018,45
tt0012122,05/28/2015,23
tt0033546,01/18/2017,1
tt0032142,05/23/2018,1
tt0029482,03/21/2020,29
tt0016563,04/24/2015,106
tt0021818,03/14/2019,35
tt0026023,11/10/2019,6
tt0002130,01/03/2019,68
tt0026983,10/19/2016,60
tt0025164,04/02/2015,22
tt0029511,09/15/2019,35
tt0029309,07/16/2019,30
tt0024073,05/08/2017,52
tt0028010,07/20/2019,41
tt0023342,02/06/2019,28
tt0030933,02/15/2020,49
tt0021681,08/14/2019,111
tt0013592,07/15/2019,18
tt0028739,03/15/2020,49
tt0009915,01/14/2016,42
tt0022682,04/13/2016,44
tt0031470,08/04/2018,47
tt0034575,03/18/2015,84
tt0025610,03/10/2020,77
tt0024685,04/16/2020,69
tt0028505,10/09/2016,25
tt0028499,06/23/2015,14
tt0022235,05/14/2018,99
tt0034893,10/28/2018,92
tt0023758,08/28/2016,20
tt0029605,05/26/2015,81
tt0020838,11/12/2017,61
tt0031020,11/01/2019,33
tt0033996,10/22/2016,80
tt0030989,01/16/2015,73
tt0019796,07/20/2020,63
tt0023871,01/20/2017,63
tt0031440,03/19/2015,76
tt0025472,07/10/2019,30
tt0009892,04/02/2015,80
tt0026493,07/15/2020,23
tt0002130,06/12/2017,62
tt0024969,10/18/2017,2
tt0027138,07/06/2017,22
tt0026740,08/09/2016,9
tt0025004,08/09/2019,11
tt0031648,09/15/2016,49
tt0022876,10/24/2017,56
tt0034455,10/16/2016,11
tt0034064,07/04/2016,45
tt0031612,03/14/2016,78
tt0031067,05/12/2020,76
tt0027672,02/22/2019,23
tt0015935,09/27/2017,59
tt0026988,01/11/2015,14
tt0034370,09/09/2017,49
tt0030535,01/08/2020,19
tt0027686,10/06/2015,16
tt0028436,08/18/2017,26
tt0021647,05/15/2018,17
tt0024819,12/26/2019,32
tt0031599,06/07/2016,30
tt0033144,07/30/2015,8
tt0028622,04/05/2015,25
tt0023074,08/02/2019,14
tt0032247,06/08/2018,24
tt0025176,06/15/2016,8
tt0024073,02/07/2019,30
tt0021309,11/22/2018,8
tt0029593,07/13/2019,49
tt0025747,03/01/2015,39
tt0033400,08/06/2020,12
tt0030563,09/24/2016,47
tt0021247,09/07/2019,9
tt0035150,11/14/2018,65
tt0026652,02/23/2018,178
tt0013688,02/20/2019,21
tt0035049,06/24/2018,34
tt0028599,01/01/2017,27
tt0023778,09/04/2019,48
tt0032481,10/07/2015,21
tt0027905,02/25/2018,42
tt0012532,10/27/2017,69
tt0014416,06/01/2018,40
tt0028315,05/21/2016,36
tt0034846,01/19/2019,15
tt0026854,07/27/2017,39
tt0032313,10/21/2015,75
tt0034512,10/21/2018,10
tt0033190,09/20/2018,31
tt0019571,12/07/2017,18
tt0030470,03/07/2018,48
tt0019609,08/20/2020,37
tt0017567,02/29/2016,33
tt0023759,10/30/2019,50
tt0027189,03/31/2016,9
tt0028219,09/07/2017,20
tt0030424,06/22/2016,53
tt0023478,01/07/2017,51
tt0011588,08/19/2017,19
tt0022308,04/29/2018,6
tt0027164,09/22/2017,23
tt0032566,10/11/2018,51
tt0028135,04/08/2015,28
tt0034638,07/05/2019,55
tt0020431,07/22/2020,22
tt0016627,09/30/2016,35
tt0011960,12/04/2015,31
tt0020247,10/08/2018,21
tt0033289,06/16/2017,76
tt0034546,01/14/2018,43
tt0029517,06/09/2018,13
tt0021746,06/12/2017,106
tt0034104,09/05/2015,8
tt0021549,01/21/2018,16
tt0020025,11/17/2017,61
tt0034778,02/24/2020,76
tt0011741,12/08/2017,18
tt0033160,12/29/2017,28
tt0024100,11/15/2018,62
tt0034454,10/02/2016,92
tt0007983,06/03/2016,40
tt0017293,09/11/2018,32
tt0028181,10/31/2015,16
tt0034264,01/03/2017,43
tt0004150,07/20/2019,12
tt0023790,10/31/2019,30
tt0034000,02/07/2019,71
tt0027484,06/11/2017,30
tt0019852,11/24/2019,10
tt0021297,10/12/2018,31
tt0020985,07/20/2018,80
tt0034411,01/16/2016,30
tt0030135,09/12/2018,22
tt0035131,02/05/2019,35
tt0026549,03/10/2018,16
tt0030473,10/11/2018,24
tt0026266,07/28/2018,38
tt0026621,01/28/2020,24
tt0033890,12/01/2019,34
tt0034736,04/07/2015,62
tt0030884,09/06/2017,8
tt0028471,06/28/2018,10
tt0023758,04/03/2016,68
tt0023673,07/29/2018,65
tt0025720,05/04/2016,32
tt0021649,11/10/2018,18
tt0032575,05/13/2020,72
tt0031804,08/31/2018,25
tt0025494,05/24/2016,3
tt0029119,04/24/2017,45
tt0025151,04/14/2020,48
tt0028575,04/06/2017,74
tt0019571,04/19/2018,50
tt0030368,02/10/2020,31
tt0026174,12/02/2017,50
tt0031143,05/17/2016,2
tt0033928,12/20/2019,49
tt0016669,09/30/2018,27
tt0027869,05/16/2015,65
tt0022178,05/11/2018,27
tt0032981,11/05/2018,91
tt0022725,12/22/2015,55
tt0035033,07/10/2020,36
tt0031614,12/05/2016,37
tt0032846,12/21/2018,50
tt0032612,11/03/2017,84
tt0018937,10/20/2017,65
tt0019699,05/25/2019,29
tt0029658,07/26/2018,8
tt0026185,11/05/2016,2
tt0029019,03/12/2020,10
tt0024831,11/07/2015,58
tt0011267,06/11/2015,49
tt0034736,10/02/2019,5
tt0025533,01/31/2015,61
tt0028270,09/16/2017,27
tt0022802,09/09/2017,52
tt0031536,01/07/2017,40
tt0030968,07/11/2017,38
tt0018179,09/08/2019,6
tt0008827,03/22/2016,43
tt0024539,10/01/2017,47
tt0029952,10/07/2019,51
tt0026249,12/06/2017,105
tt0027824,07/22/2020,12
tt0028355,07/11/2018,41
tt0020581,04/23/2019,32
tt0033007,04/26/2017,78
tt0027977,08/11/2015,33
tt0033748,09/13/2019,3
tt0032910,03/24/2020,26
tt0016971,04/05/2019,11
tt0025830,03/11/2015,12
tt0029517,10/01/2015,6
tt0027893,11/11/2017,17
tt0031533,08/25/2019,22
tt0024436,12/25/2019,55
tt0033118,05/16/2017,99
tt0025529,11/20/2016,75
tt0028203,02/14/2016,115
tt0011000,07/04/2019,13
tt0031549,05/15/2017,9
tt0034333,06/12/2019,98
tt0024480,12/20/2019,85
tt0019400,04/13/2016,1
tt0027860,11/01/2019,16
tt0033608,06/10/2016,44
tt0028860,01/07/2019,3
tt0029087,03/12/2015,20
tt0025546,03/24/2018,72
tt0030265,08/05/2015,61
tt0030993,05/06/2017,9
tt0033738,05/30/2020,61
tt0026174,05/25/2019,52
tt0021746,09/08/2020,26
tt0031490,09/27/2018,17
tt0019304,09/16/2015,82
tt0016548,03/22/2015,19
tt0030550,04/07/2016,11
tt0028176,12/07/2018,31
tt0030535,07/03/2018,23
tt0019735,12/28/2016,49
tt0031851,12/04/2016,61
tt0033014,07/30/2016,62
tt0032553,10/26/2015,106
tt0034241,11/27/2017,56
tt0033766,06/18/2016,19
tt0017860,11/02/2018,31
tt0028966,11/26/2015,11
tt0029604,01/06/2019,44
tt0015861,06/28/2020,104
tt0027958,04/18/2016,97
tt0029081,02/20/2020,44
tt0032916,07/20/2017,24
tt0033809,07/03/2016,22
tt0033621,02/07/2018,78
tt0034411,12/29/2015,39
tt0025461,01/24/2019,43
tt0018523,01/24/2019,4
tt0028950,01/17/2015,45
tt0025530,07/20/2019,36
tt0007983,06/18/2020,57
tt0025898,02/27/2015,17
tt0034637,08/27/2017,29
tt0026689,02/26/2016,46
tt0003489,05/15/2019,17
tt0022827,08/03/2019,29
tt0013704,02/05/2019,52
tt0008672,04/05/2019,11
tt0027679,08/31/2015,69
tt0026835,02/16/2019,32
tt0019886,04/11/2020,99
tt0029345,02/09/2019,81
tt0031668,01/10/2017,6
tt0024674,06/27/2016,22
tt0029395,01/05/2018,52
tt0020836,01/08/2015,62
tt0017196,05/30/2015,15
tt0021409,12/03/2016,21
tt0029108,03/05/2015,7
tt0031566,06/14/2016,54
tt0026908,06/15/2016,46
tt0021599,11/26/2017,3
tt0012494,12/25/2016,46
tt0029658,03/29/2019,62
tt0019434,01/29/2017,12
tt0022869,10/06/2019,50
tt0021228,09/03/2020,43
tt0033729,05/05/2015,113
tt0022614,09/06/2019,24
tt0022436,01/13/2020,76
tt0027518,07/25/2020,62
tt0012134,09/06/2019,98
tt0033366,04/23/2017,21
tt0021815,01/08/2020,88
tt0010162,07/06/2018,17
tt0009937,03/23/2015,20
tt0013442,02/29/2016,17
tt0029694,12/08/2018,39
tt0023049,01/02/2016,4
tt0023567,02/20/2020,15
tt0023880,01/17/2019,23
tt0014524,08/26/2017,40
tt0021928,07/20/2019,73
tt0021793,09/08/2017,97
tt0030392,06/07/2017,20
tt0028659,08/16/2018,13
tt0021239,02/26/2018,33
tt0016006,03/17/2019,40
tt0032554,12/17/2017,8
tt0030350,08/29/2019,46
tt0028346,10/14/2019,5
tt0009682,03/31/2015,27
tt0025725,06/03/2017,41
tt0017048,02/02/2016,56
tt0016005,05/10/2017,66
tt0013075,08/01/2016,43
tt0033942,07/02/2017,54
tt0033045,04/23/2020,97
tt0026097,10/07/2018,44
tt0018862,08/19/2020,50
tt0022054,08/31/2015,28
tt0031612,01/22/2019,31
tt0022626,03/16/2020,30
tt0019798,01/01/2019,73
tt0021197,02/01/2015,13
tt0022879,01/11/2019,57
tt0031216,07/03/2019,49
tt0032105,03/29/2017,109
tt0027876,04/09/2016,49
tt0027869,11/10/2018,15
tt0022265,04/24/2017,10
tt0033459,07/01/2020,37
tt0020461,02/14/2016,62
tt0011439,08/23/2016,48
tt0024264,03/05/2015,2
tt0031473,07/18/2017,11
tt0029742,10/17/2019,67
tt0016646,01/31/2020,22
tt0027664,10/24/2019,23
tt0026758,02/15/2016,16
tt0032284,03/08/2015,20
tt0024674,12/21/2018,37
tt0022437,09/21/2015,34
tt0021303,11/21/2017,14
tt0025898,01/21/2019,32
tt0027700,09/04/2018,89
tt0034780,04/12/2020,27
tt0016205,04/17/2020,1
tt0033725,10/10/2017,9
tt0033827,02/23/2016,55
tt0024819,05/23/2020,40
tt0022700,08/01/2015,35
tt0027474,02/29/2016,44
tt0028207,09/11/2019,98
tt0023876,03/14/2020,83
tt0030481,03/17/2017,3
tt0008879,02/07/2016,64
tt0035140,08/03/2019,87
tt0022303,04/21/2020,62
tt0033723,01/18/2018,43
tt0033748,02/02/2017,17
tt0024890,04/01/2015,41
tt0024664,03/15/2019,8
tt0034384,03/17/2015,68
tt0007801,11/27/2018,114
tt0032012,07/25/2018,1
tt0030968,08/17/2020,35
tt0027800,04/13/2016,65
tt0029752,07/31/2019,49
tt0011904,08/21/2020,54
tt0023092,10/12/2015,58
tt0033314,03/20/2016,45
tt0029099,04/04/2016,10
tt0010844,07/18/2016,57
tt0032935,02/14/2019,64
tt0024067,04/02/2017,41
tt0033405,09/06/2018,63
tt0026891,02/11/2016,66
tt0018756,01/14/2017,41
tt0030741,08/07/2018,63
tt0028144,12/23/2019,51
tt0034593,09/10/2016,50
tt0032946,09/03/2015,80
tt0022180,11/21/2018,70
tt0016310,01/16/2020,13
tt0025094,11/25/2016,43
tt0032015,10/01/2019,92
tt0016669,06/25/2016,12
tt0034469,05/13/2015,24
tt0027951,04/11/2018,32
tt0023108,02/18/2020,56
tt0026629,08/27/2019,78
tt0031599,05/23/2018,50
tt0022373,06/03/2018,33
tt0014646,06/17/2020,69
tt0027679,03/25/2015,13
tt0031108,06/16/2016,26
tt0008519,10/31/2018,40
tt0020359,02/13/2016,51
tt0030997,04/01/2018,26
tt0029725,02/23/2017,28
tt0026854,02/24/2018,70
tt0015864,07/05/2015,95
tt0030386,12/02/2018,47
tt0017438,01/26/2016,77
tt0035259,08/16/2016,55
tt0014636,06/18/2018,65
tt0022753,05/02/2016,30
tt0024831,08/16/2016,25
tt0034278,11/25/2016,44
tt0022882,09/04/2016,45
tt0023896,12/06/2018,56
tt0029588,05/26/2018,4
tt0004681,09/12/2019,50
tt0029527,03/25/2015,73
tt0030002,02/08/2020,78
tt0031102,12/28/2017,9
tt0025967,02/08/2018,11
tt0025543,07/04/2019,2
tt0024873,03/04/2018,50
tt0023181,03/10/2019,53
tt0024768,06/17/2017,49
tt0023322,02/23/2018,55
tt0023848,03/16/2018,9
tt0034120,03/30/2017,56
tt0026714,02/18/2019,29
tt0029984,12/18/2016,51
tt0031088,10/14/2018,42
tt0023673,04/08/2018,64
tt0033409,03/27/2015,35
tt0021933,04/25/2015,66
tt0014341,10/29/2018,25
tt0022308,06/12/2020,41
tt0012938,03/08/2016,67
tt0028097,09/01/2019,73
tt0032338,01/06/2015,22
tt0031491,06/10/2018,24
tt0028662,07/05/2018,22
tt0023601,04/02/2017,47
tt0028799,06/29/2019,41
tt0020543,11/17/2015,19
tt0020758,10/25/2017,40
tt0023498,10/29/2016,48
tt0015167,01/06/2020,1
tt0033851,04/03/2020,82
tt0017619,06/20/2019,58
tt0021668,02/26/2016,5
tt0021931,09/23/2016,50
tt0023316,09/24/2016,70
tt0028564,04/12/2017,11
tt0013332,02/18/2016,25
tt0027481,03/09/2018,37
tt0029058,12/04/2017,67
tt0026245,06/20/2015,25
tt0021394,11/29/2019,50
tt0028367,05/10/2018,18
tt0035173,08/21/2019,71
tt0023523,03/16/2019,83
tt0024830,09/20/2017,82
tt0023761,03/09/2016,18
tt0023162,11/24/2015,55
tt0031500,08/25/2020,76
tt0026205,01/19/2015,49
tt0027838,05/01/2019,71
tt0013688,04/22/2017,12
tt0028799,05/02/2018,43
tt0033787,05/04/2020,24
tt0030535,05/03/2019,75
tt0007047,03/28/2019,31
tt0022991,04/29/2020,20
tt0031742,04/21/2020,9
tt0033948,10/20/2018,4
tt0022436,12/09/2017,56
tt0020668,03/13/2019,4
tt0035082,09/09/2020,51
tt0029222,05/29/2019,116
tt0027754,09/20/2015,47
tt0029108,08/10/2016,49
tt0027455,02/23/2018,67
tt0025480,05/01/2018,59
tt0026758,06/11/2018,3
tt0024382,07/06/2017,56
tt0033083,12/17/2016,42
tt0028257,06/17/2018,77
tt0028118,10/19/2019,79
tt0020232,03/19/2016,9
tt0020335,08/07/2020,27
tt0022268,05/02/2017,88
tt0023876,03/19/2020,76
tt0027499,07/17/2019,74
tt0032536,07/27/2015,31
tt0022017,05/02/2018,56
tt0023545,11/28/2018,72
tt0014770,11/06/2015,79
tt0027869,08/22/2016,83
tt0007309,05/07/2020,29
tt0029841,01/25/2019,6
tt0033365,06/11/2017,42
tt0010806,03/14/2017,49
tt0031722,07/22/2019,45
tt0030382,08/31/2018,53
tt0032539,04/16/2017,53
tt0035317,01/03/2018,45
tt0025169,06/23/2018,16
tt0032796,08/01/2018,28
tt0025880,12/23/2018,69
tt0009894,05/24/2018,61
tt0026085,10/28/2018,18
tt0031074,03/15/2019,74
tt0024257,10/05/2019,3
tt0027455,09/06/2015,6
tt0034337,04/30/2017,70
tt0033511,09/27/2015,3
tt0029539,03/12/2020,38
tt0028568,03/10/2018,38
tt0033435,09/07/2019,47
tt0031173,05/23/2019,103
tt0006736,07/21/2016,16
tt0023769,02/03/2015,73
tt0012408,11/20/2015,20
tt0030925,09/26/2015,33
tt0033808,01/18/2017,12
tt0020589,04/29/2019,29
tt0025223,04/26/2018,26
tt0020062,11/29/2016,5
tt0024301,06/19/2015,19
tt0035049,06/25/2017,41
tt0032353,08/04/2016,2
tt0030839,08/23/2017,55
tt0028676,11/15/2015,20
tt0033928,03/11/2018,23
tt0025774,06/25/2017,69
tt0034546,08/30/2018,40
tt0029789,08/03/2016,32
tt0032536,03/29/2019,65
tt0031505,08/24/2015,82
tt0022990,12/01/2016,33
tt0031955,07/22/2015,38
tt0030481,03/17/2018,34
tt0031137,08/13/2018,36
tt0012122,02/17/2019,6
tt0004681,07/04/2016,4
tt0031398,04/29/2015,89
tt0021818,05/26/2016,52
tt0027214,12/26/2019,32
tt0026721,08/02/2017,16
tt0029501,12/09/2019,59
tt0017096,03/22/2018,86
tt0020514,05/01/2019,15
tt0028062,11/30/2015,16
tt0024188,09/02/2015,11
tt0029912,08/01/2016,61
tt0026385,10/04/2018,36
tt0033175,02/23/2016,44
tt0031880,08/10/2017,8
tt0012027,02/03/2019,7
tt0031725,02/06/2019,87
tt0011130,03/12/2019,82
tt0031166,11/20/2018,20
tt0024067,02/09/2020,53
tt0029099,01/26/2016,49
tt0021864,08/03/2019,56
tt0016822,07/16/2017,65
tt0031867,04/13/2019,13
tt0030958,10/24/2015,55
tt0032613,03/18/2015,3
tt0027185,05/29/2019,43
tt0034409,04/05/2015,20
tt0033945,05/23/2020,34
tt0033603,10/30/2018,166
tt0031074,06/03/2016,57
tt0011131,04/01/2016,16
tt0031754,02/16/2019,89
tt0028315,09/28/2015,14
tt0016664,09/18/2015,44
tt0020388,12/30/2015,61
tt0027683,09/19/2015,86
tt0032551,09/22/2019,78
tt0030752,05/26/2015,36
tt0017423,01/19/2018,25
tt0033856,12/25/2016,32
tt0022961,12/30/2019,30
tt0032149,05/20/2018,55
tt0023491,06/04/2017,1
tt0030423,10/05/2016,10
tt0016629,06/18/2019,84
tt0026261,06/17/2015,11
tt0026092,10/27/2018,34
tt0023190,08/29/2018,58
tt0024073,01/10/2016,42
tt0024160,09/06/2018,20
tt0022699,09/25/2015,11
tt0031107,03/24/2017,44
tt0031169,08/25/2015,56
tt0034000,08/07/2016,30
tt0024873,05/17/2018,18
tt0032946,12/15/2015,79
tt0030839,11/30/2018,17
tt0022208,12/17/2017,8
tt0030793,06/29/2017,53
tt0017751,03/21/2016,66
tt0024867,02/04/2020,25
tt0025973,10/13/2017,56
tt0009241,02/11/2017,61
tt0026656,04/26/2019,15
tt0025238,05/19/2018,26
tt0020572,12/23/2018,86
tt0031593,07/29/2020,58
tt0017029,09/01/2016,12
tt0020025,09/27/2016,81
tt0034278,08/03/2016,44
tt0026137,09/22/2019,13
tt0025983,07/17/2019,18
tt0018464,04/13/2015,32
tt0034208,11/29/2016,27
tt0034033,07/12/2016,89
tt0031345,07/06/2018,34
tt0023385,02/24/2017,18
tt0027660,08/13/2019,67
tt0023590,10/16/2015,56
tt0030359,08/05/2019,10
tt0023472,04/20/2015,25
tt0028191,03/18/2017,46
tt0029951,06/09/2020,14
tt0028568,09/01/2019,62
tt0014417,07/23/2017,288
tt0011753,04/28/2019,38
tt0026142,05/30/2016,89
tt0024127,07/03/2019,32
tt0011217,06/16/2015,42
tt0028764,05/04/2020,57
tt0029929,03/06/2017,55
tt0025028,04/19/2018,87
tt0027300,12/26/2016,20
tt0023241,06/01/2017,70
tt0025459,11/12/2016,44
tt0026868,04/06/2016,31
tt0019400,06/21/2019,74
tt0020589,05/18/2019,60
tt0015119,02/20/2015,76
tt0024785,12/06/2018,39
tt0020836,02/18/2020,22
tt0031045,10/02/2017,47
tt0022814,09/17/2017,3
tt0021307,06/04/2017,29
tt0033221,07/08/2018,35
tt0014898,07/01/2017,21
tt0022198,05/14/2015,65
tt0029870,04/25/2019,84
tt0035018,04/14/2018,30
tt0030783,05/08/2016,52
tt0018615,06/24/2017,66
tt0032221,05/15/2019,78
tt0022481,06/07/2018,16
tt0023221,08/23/2020,20
tt0032124,01/28/2019,84
tt0025524,11/19/2017,34
tt0027893,07/25/2015,82
tt0029446,06/15/2020,15
tt0034565,07/11/2020,37
tt0012532,07/18/2020,106
tt0028420,11/16/2015,62
tt0023590,06/28/2016,43
tt0026921,06/11/2016,52
tt0028511,05/21/2015,73
tt0026966,04/16/2016,5
tt0018066,03/23/2015,3
tt0033592,08/31/2017,64
tt0029222,03/31/2020,57
tt0009326,11/14/2017,11
tt0019777,08/25/2019,14
tt0018722,10/30/2016,17
tt0026932,04/03/2015,35
tt0029568,07/31/2018,31
tt0011837,04/26/2016,63
tt0019735,12/28/2019,9
tt0024897,09/20/2017,11
tt0031229,07/28/2020,37
tt0033400,08/13/2017,43
tt0019325,05/31/2015,36
tt0030947,06/01/2016,31
tt0026104,04/09/2017,65
tt0032571,11/06/2016,94
tt0023394,02/21/2015,14
tt0029001,10/10/2015,15
tt0012631,01/12/2016,54
tt0025371,03/01/2019,35
tt0021772,11/09/2018,63
tt0021739,04/18/2018,87
tt0026910,04/30/2015,10
tt0022775,03/21/2015,29
tt0030192,03/02/2019,94
tt0030413,03/03/2016,54
tt0023686,01/16/2017,40
tt0030881,12/23/2019,9
tt0032153,03/16/2019,6
tt0035153,04/22/2015,27
tt0031021,11/22/2017,38
tt0029102,05/05/2015,25
tt0010662,02/19/2020,47
tt0033624,07/28/2017,44
tt0032115,09/21/2016,19
tt0024435,04/26/2017,56
tt0034203,03/29/2018,75
tt0025323,04/30/2018,15
tt0030944,06/14/2018,26
tt0018179,08/08/2016,1
tt0031212,07/03/2018,60
tt0022395,02/01/2020,79
tt0032726,02/24/2015,13
tt0029609,04/28/2016,30
tt0025479,12/04/2016,39
tt0014898,07/23/2017,46
