MOVIE ID,WATCH DATE,MINUTES WATCHED
tt0010060,01/16/2016,1
tt0021606,05/09/2016,66
tt0011513,11/16/2019,19
tt0011979,05/29/2017,32
tt0013515,12/23/2018,63
tt0021216,08/14/2016,12
tt0018972,06/07/2016,16
tt0019800,08/16/2016,69
tt0021074,05/18/2020,74
tt0019811,10/23/2016,51
tt0014604,08/09/2019,52
tt0012125,04/17/2018,16
tt0019729,07/27/2015,73
tt0009915,04/20/2018,23
tt0020852,12/05/2019,57
tt0007183,07/02/2019,31
tt0014463,01/23/2015,65
tt0021263,03/13/2016,1
tt0020581,02/26/2016,52
tt0017410,07/07/2015,7
tt0020230,04/28/2016,52
tt0021632,10/09/2018,12
tt0020425,07/28/2018,64
tt0006617,02/06/2016,49
tt0017825,06/17/2018,13
tt0015935,03/26/2020,21
tt0020439,01/26/2019,23
tt0021225,12/06/2019,41
tt0006327,08/27/2017,35
tt0014516,11/30/2015,38
tt0020431,12/22/2016,60
tt0014624,01/11/2017,17
tt0016548,08/24/2016,44
tt0020092,07/12/2018,57
tt0019976,05/19/2015,45
tt0021793,03/29/2020,58
tt0019429,11/02/2015,101
tt0017198,08/20/2018,1
tt0020144,07/12/2020,38
tt0019796,03/24/2016,63
tt0020492,06/22/2018,68
tt0020210,12/01/2018,23
tt0021016,01/17/2016,17
tt0019591,06/20/2016,21
tt0018907,06/05/2016,97
tt0008188,11/05/2019,7
tt0019684,06/19/2020,28
tt0021102,08/15/2016,12
tt0020230,01/25/2020,114
tt0017196,12/07/2018,118
tt0021439,08/17/2019,42
tt0020458,02/03/2020,22
tt0021079,12/31/2015,28
tt0005557,05/17/2020,57
tt0019644,05/05/2017,22
tt0019884,06/24/2015,28
tt0013169,07/17/2016,94
tt0017534,12/17/2016,6
tt0020697,06/10/2020,38
tt0019850,03/14/2020,17
tt0021750,03/19/2019,37
tt0020492,04/05/2018,7
tt0016240,05/24/2016,66
tt0012382,11/21/2015,24
tt0019379,07/14/2017,10
tt0014112,07/12/2020,77
tt0011679,09/15/2015,77
tt0019811,09/12/2018,21
tt0018037,11/26/2019,81
tt0020332,04/17/2018,71
tt0019609,03/04/2017,30
tt0011414,02/19/2016,17
tt0020112,03/13/2017,107
tt0017739,07/02/2019,10
tt0017463,10/16/2018,52
tt0015881,05/16/2015,57
tt0021232,03/24/2019,84
tt0021633,09/03/2019,37
tt0021281,06/25/2018,26
tt0016646,12/25/2016,26
tt0021197,01/09/2019,36
tt0020740,03/08/2017,11
tt0019096,07/13/2019,20
tt0013705,04/30/2015,22
tt0016028,06/15/2016,23
tt0021732,06/13/2016,2
tt0019729,06/17/2019,39
tt0019344,02/24/2016,53
tt0011679,09/10/2019,73
tt0010559,06/14/2015,27
tt0006333,10/03/2015,104
tt0016559,05/29/2017,41
tt0021749,02/09/2020,73
tt0010162,10/28/2017,54
tt0017832,10/16/2016,21
tt0006864,04/04/2020,105
tt0012314,12/12/2017,63
tt0021707,04/12/2015,47
tt0010040,12/24/2015,84
tt0016947,03/01/2020,28
tt0021730,08/30/2020,60
tt0010962,01/21/2019,64
tt0021069,06/21/2015,13
tt0016545,07/02/2017,18
tt0020461,10/05/2016,44
tt0007367,10/06/2017,16
tt0012334,03/16/2017,19
tt0002199,11/15/2017,21
tt0007755,09/06/2015,1
tt0013442,12/05/2015,79
tt0018528,04/04/2020,1
tt0003772,06/04/2018,17
tt0019800,06/10/2019,70
tt0017825,02/08/2019,61
tt0021121,01/28/2016,49
tt0010040,04/10/2015,58
tt0021276,09/08/2015,9
tt0014109,11/05/2019,171
tt0020686,01/22/2017,20
tt0011440,05/09/2019,88
tt0018362,09/21/2015,38
tt0020896,08/28/2018,37
tt0016230,09/14/2016,66
tt0009796,03/10/2018,40
tt0017096,04/01/2020,46
tt0019388,03/16/2019,28
tt0019702,04/12/2016,38
tt0019850,08/13/2020,57
tt0017128,04/27/2017,2
tt0018773,01/12/2015,9
tt0012769,12/30/2019,16
tt0017519,06/30/2016,90
tt0009894,07/27/2019,75
tt0003489,04/26/2020,25
tt0019325,08/02/2016,19
tt0009937,01/13/2018,92
tt0013428,03/08/2019,12
tt0016560,02/03/2019,72
tt0015136,06/24/2017,54
tt0015794,05/31/2016,51
tt0017196,07/26/2020,137
tt0014646,04/19/2015,10
tt0020122,07/11/2018,46
tt0015518,02/07/2019,4
tt0020293,01/25/2015,48
tt0017419,05/26/2015,2
tt0021053,01/22/2018,59
tt0013688,02/06/2015,8
tt0003740,03/10/2018,37
tt0018615,09/19/2015,65
tt0010962,08/29/2016,28
tt0021580,11/04/2018,19
tt0011779,04/13/2019,45
tt0020269,10/06/2017,7
tt0014972,01/04/2018,61
tt0021595,09/14/2018,69
tt0005402,01/20/2016,64
tt0009893,10/09/2015,29
tt0020896,01/21/2016,60
tt0021681,01/20/2017,83
tt0012650,11/27/2017,39
tt0014397,11/24/2019,128
tt0021090,07/29/2016,69
tt0020740,08/01/2019,49
tt0019553,06/03/2020,4
tt0016276,04/30/2018,70
tt0021615,02/28/2017,55
tt0016655,07/28/2018,22
tt0014416,02/20/2019,56
tt0008843,05/21/2019,25
tt0003165,03/30/2015,42
tt0011723,12/10/2015,92
tt0003014,10/17/2015,66
tt0015361,10/04/2015,39
tt0021733,11/15/2019,73
tt0016013,08/11/2015,59
tt0017751,07/19/2016,13
tt0021725,08/16/2017,58
tt0013367,04/12/2019,69
tt0011904,06/23/2016,63
tt0020724,07/15/2017,56
tt0015794,02/01/2020,55
tt0018471,09/23/2015,29
tt0021571,07/22/2016,31
tt0014672,09/14/2019,26
tt0018909,03/04/2020,31
tt0018102,07/03/2015,5
tt0019611,09/02/2018,40
tt0008843,06/26/2017,60
tt0019074,02/01/2017,1
tt0021374,09/02/2015,45
tt0016634,04/01/2020,11
tt0003014,12/05/2019,44
tt0020959,07/15/2015,68
tt0020876,11/04/2016,85
tt0017198,05/01/2019,15
tt0010962,10/12/2018,36
tt0016491,05/03/2017,13
tt0019901,01/07/2018,91
tt0016629,10/19/2018,58
tt0016563,12/16/2015,78
tt0019609,04/22/2020,1
tt0021283,05/03/2020,40
tt0012486,08/16/2015,19
tt0011317,10/14/2018,44
tt0014109,10/12/2017,55
tt0020014,04/26/2020,7
tt0002445,12/01/2015,38
tt0020466,05/25/2018,47
tt0020724,09/22/2015,21
tt0019886,03/19/2017,5
tt0006509,06/21/2015,34
tt0003740,11/16/2016,48
tt0018179,02/16/2016,62
tt0021304,08/08/2017,9
tt0014945,09/14/2017,2
tt0020305,09/09/2020,36
tt0020332,04/04/2019,70
tt0021133,09/12/2015,54
tt0019815,09/03/2015,85
tt0021061,07/20/2016,35
tt0016627,12/04/2015,19
tt0015801,10/14/2017,124
tt0003643,01/03/2018,20
tt0014898,06/09/2015,55
tt0014416,01/16/2016,37
tt0018087,04/12/2020,33
tt0017925,02/11/2016,28
tt0003037,06/02/2020,46
tt0021048,12/08/2019,22
tt0014636,09/17/2015,73
tt0020754,02/09/2018,48
tt0021439,08/05/2020,2
tt0019434,08/27/2018,17
tt0014109,12/19/2019,87
tt0018972,10/29/2019,19
tt0000574,08/03/2015,11
tt0014721,11/16/2016,76
tt0018451,01/17/2015,45
tt0021273,07/22/2015,22
tt0009900,05/30/2018,26
tt0017271,10/16/2015,40
tt0008679,04/19/2018,6
tt0020232,09/07/2016,67
tt0010103,10/18/2016,17
tt0007183,05/19/2017,59
tt0012645,12/09/2016,33
tt0016832,05/30/2017,67
tt0014516,05/24/2019,2
tt0020691,09/27/2016,1
tt0015119,05/03/2018,77
tt0015289,05/26/2017,60
tt0020842,01/30/2016,35
tt0017534,02/14/2018,63
tt0006617,04/04/2017,22
tt0020410,04/24/2017,22
tt0019745,03/27/2017,70
tt0017998,05/18/2015,26
tt0017832,09/25/2016,57
tt0016185,04/27/2018,18
tt0021090,10/12/2016,48
tt0012975,05/12/2015,12
tt0014874,08/12/2016,5
tt0021707,05/13/2020,31
tt0021376,06/19/2020,47
tt0015014,07/15/2020,6
tt0021472,08/31/2019,62
tt0020827,12/23/2015,71
tt0018328,03/31/2018,61
tt0006206,10/08/2018,331
tt0020332,11/09/2018,69
tt0015518,11/11/2018,57
tt0015361,07/27/2017,75
tt0009150,01/20/2017,64
tt0019304,09/02/2015,10
tt0021061,06/08/2018,13
tt0019388,06/16/2019,89
tt0015119,09/19/2019,50
tt0021303,12/02/2016,46
tt0018328,10/30/2019,114
tt0019412,08/02/2016,57
tt0020852,07/16/2016,48
tt0021764,02/14/2015,54
tt0020480,04/10/2020,36
tt0009608,09/06/2016,8
tt0006753,09/24/2017,24
tt0013075,05/23/2019,46
tt0015400,04/12/2017,22
tt0021178,05/09/2019,71
tt0017667,12/21/2019,36
tt0007260,08/31/2020,15
tt0015224,09/07/2015,32
tt0012136,11/21/2016,68
tt0021435,05/03/2019,32
tt0020919,09/29/2016,78
tt0012486,01/21/2018,47
tt0010962,03/05/2018,6
tt0010071,05/14/2015,65
tt0019699,12/04/2018,71
tt0018045,06/13/2015,68
tt0021647,10/25/2018,39
tt0014205,01/24/2015,20
tt0020875,01/01/2020,28
tt0021297,05/14/2016,19
tt0021303,05/10/2017,22
tt0020570,02/18/2017,131
tt0006688,07/08/2017,3
tt0010219,11/08/2016,16
tt0019949,03/15/2020,59
tt0021770,08/15/2018,43
tt0016185,08/06/2016,69
tt0014854,08/23/2016,113
tt0020080,06/03/2018,80
tt0017159,02/14/2019,65
tt0020697,09/09/2020,6
tt0017159,02/18/2020,204
tt0013122,02/12/2018,43
tt0021493,08/17/2019,4
tt0019325,11/09/2019,18
tt0020869,03/29/2015,59
tt0020402,01/22/2017,3
tt0020679,10/19/2017,15
tt0007340,05/12/2019,39
tt0019489,06/23/2019,71
tt0021633,06/29/2017,61
tt0014112,05/18/2018,48
tt0010844,02/10/2020,21
tt0019824,04/30/2019,4
tt0018722,11/14/2015,9
tt0021335,02/16/2019,32
tt0020182,08/17/2020,105
tt0021273,08/05/2018,35
tt0001892,03/27/2019,35
tt0021420,09/05/2020,25
tt0006731,12/27/2019,25
tt0013404,07/23/2018,6
tt0018770,06/13/2015,53
tt0017480,06/17/2016,13
tt0015202,12/16/2015,10
tt0016332,01/03/2019,41
tt0021551,02/14/2015,49
tt0020143,03/05/2020,4
tt0007309,10/19/2019,31
tt0021335,06/27/2015,46
tt0021060,08/03/2017,24
tt0021239,10/21/2018,48
tt0021435,01/02/2018,68
tt0012651,06/10/2017,46
tt0021295,07/02/2017,55
tt0017159,07/07/2019,164
tt0016288,03/04/2020,29
tt0020197,01/01/2020,32
tt0021786,08/07/2020,66
tt0020697,08/06/2017,38
tt0013469,01/21/2015,53
tt0018972,08/31/2015,76
tt0020702,09/04/2017,60
tt0017961,05/29/2019,88
tt0019509,10/15/2019,6
tt0018990,08/13/2015,7
tt0010962,04/12/2018,48
tt0013933,06/24/2015,42
tt0021636,08/20/2018,53
tt0004712,07/06/2018,36
tt0019186,11/03/2015,99
tt0020081,04/17/2017,53
tt0020821,12/16/2017,69
tt0016201,03/13/2016,58
tt0013705,08/14/2018,31
tt0016559,12/03/2019,42
tt0019489,10/30/2016,62
tt0012190,07/18/2017,120
tt0021148,04/26/2017,7
tt0010821,11/28/2017,9
tt0018523,08/01/2020,10
tt0020949,02/16/2016,21
tt0021263,04/30/2019,66
tt0021371,08/28/2018,52
tt0020640,09/02/2017,47
tt0021087,08/09/2017,18
tt0010821,06/26/2016,20
tt0018413,10/14/2017,52
tt0021577,02/21/2020,1
tt0014606,12/19/2018,49
tt0018524,07/26/2018,129
tt0016104,02/14/2016,5
tt0018328,02/28/2017,43
tt0019480,04/26/2018,45
tt0013086,05/17/2018,133
tt0021106,02/27/2020,85
tt0017196,02/27/2015,22
tt0010755,02/08/2019,33
tt0021606,08/05/2017,14
tt0020929,08/06/2018,25
tt0020980,11/27/2016,8
tt0020402,07/05/2015,77
tt0011474,01/25/2020,51
tt0010821,01/27/2018,90
tt0021420,03/05/2016,6
tt0016473,04/25/2018,54
tt0007983,04/27/2016,61
tt0021632,12/17/2015,30
tt0013741,08/23/2017,52
tt0011741,12/12/2017,50
tt0018328,04/27/2015,8
tt0018566,08/22/2020,20
tt0018528,12/04/2016,6
tt0013704,05/02/2015,30
tt0020492,09/19/2017,3
tt0015014,11/21/2016,18
tt0021743,01/24/2015,30
tt0011588,08/10/2017,53
tt0021707,10/26/2019,52
tt0008710,05/17/2020,41
tt0017961,04/01/2018,51
tt0015064,03/23/2020,48
tt0021800,01/03/2016,84
tt0020358,01/14/2019,14
tt0020547,01/08/2018,98
tt0016276,11/21/2015,20
tt0015014,06/19/2016,132
tt0020078,01/16/2016,36
tt0020894,01/13/2018,30
tt0019553,02/06/2019,11
tt0019344,02/16/2018,8
tt0020004,01/06/2018,36
tt0019684,04/17/2017,40
tt0018487,01/15/2015,50
tt0017119,12/03/2019,10
tt0021132,07/18/2015,35
tt0017271,09/18/2017,9
tt0016641,11/17/2017,30
tt0015312,02/16/2016,8
tt0018795,02/28/2019,34
tt0018909,02/23/2019,32
tt0021730,08/28/2015,51
tt0019699,10/25/2015,63
tt0019558,09/03/2015,96
tt0015909,06/22/2015,30
tt0020126,01/31/2018,58
tt0017832,12/03/2016,22
tt0012645,10/26/2017,59
tt0018618,07/20/2020,13
tt0003167,05/14/2017,31
tt0004465,05/18/2015,11
tt0011237,03/02/2018,34
tt0018328,09/14/2017,23
tt0014900,02/04/2018,44
tt0020298,11/29/2017,76
tt0020392,05/31/2017,44
tt0020891,09/26/2016,61
tt0018737,02/05/2019,73
tt0016691,10/25/2015,7
tt0017419,07/18/2017,57
tt0021324,09/12/2019,5
tt0013059,04/02/2015,26
tt0017918,01/17/2016,78
tt0017120,05/25/2019,48
tt0014672,12/02/2015,107
tt0008891,09/28/2017,61
tt0008499,02/10/2019,4
tt0021764,03/29/2020,49
tt0019071,07/10/2020,47
tt0018876,02/25/2018,2
tt0015016,02/16/2018,99
tt0021087,08/10/2016,55
tt0020062,02/16/2016,11
tt0019949,01/10/2018,55
tt0019949,04/14/2017,53
tt0019415,08/08/2016,2
tt0007610,11/11/2018,18
tt0021292,01/26/2020,33
tt0003772,08/23/2020,5
tt0018379,02/02/2019,57
tt0020458,01/16/2018,46
tt0017918,02/12/2017,22
tt0015687,08/18/2015,59
tt0019304,06/12/2019,43
tt0016634,10/26/2019,92
tt0021793,02/01/2020,26
tt0010755,03/04/2020,37
tt0020364,10/13/2016,62
tt0003637,04/28/2016,34
tt0012938,06/22/2018,36
tt0013619,08/30/2016,150
tt0011193,01/04/2020,37
tt0014982,10/05/2016,27
tt0020232,11/17/2018,18
tt0021324,09/17/2015,27
tt0015022,06/27/2016,99
tt0008150,04/07/2019,127
tt0017843,03/16/2015,2
tt0017410,06/08/2019,24
tt0003165,10/17/2018,49
tt0004465,10/13/2019,136
tt0013688,11/22/2018,38
tt0018505,09/06/2018,82
tt0004766,03/12/2015,40
tt0010227,09/21/2017,34
tt0019557,12/30/2016,7
tt0015643,03/23/2018,18
tt0016039,01/10/2016,18
tt0008100,07/02/2016,85
tt0021735,03/16/2017,74
tt0018066,08/24/2019,81
tt0016220,02/09/2017,78
tt0012068,01/06/2019,38
tt0021684,12/07/2015,55
tt0017765,12/06/2015,38
tt0014702,04/04/2020,76
tt0017103,08/02/2016,21
tt0013033,12/04/2018,20
tt0015268,06/18/2017,42
tt0016480,04/13/2017,38
tt0012806,01/29/2017,29
tt0019127,03/23/2016,74
tt0021684,04/05/2016,62
tt0017534,04/15/2019,85
tt0010307,09/09/2019,157
tt0021406,05/02/2017,16
tt0012465,01/21/2020,55
tt0016884,01/04/2020,77
tt0019946,06/10/2015,53
tt0017619,05/30/2016,28
tt0004026,07/10/2015,21
tt0020198,01/03/2018,41
tt0016392,10/03/2015,17
tt0014646,11/02/2016,44
tt0018909,10/27/2019,36
tt0018054,03/18/2015,152
tt0021240,04/12/2019,19
tt0016669,06/23/2015,52
tt0010162,04/26/2017,24
tt0019571,03/02/2016,29
tt0005809,12/04/2018,21
tt0021551,08/28/2018,57
tt0021377,01/15/2019,36
tt0014874,02/18/2020,2
tt0020480,05/01/2015,16
tt0012364,01/18/2020,91
tt0019777,01/13/2017,35
tt0012952,12/18/2017,42
tt0011371,03/14/2020,6
tt0021798,06/24/2019,39
tt0004972,05/17/2015,114
tt0021263,02/01/2018,24
tt0020890,03/12/2020,18
tt0018742,07/14/2020,26
tt0007338,07/10/2017,21
tt0018684,10/15/2016,99
tt0016308,02/05/2020,97
tt0008950,03/19/2019,4
tt0020499,03/16/2015,60
tt0014770,03/24/2019,83
tt0011370,03/25/2016,20
tt0021681,02/27/2019,45
tt0007610,11/24/2019,53
tt0011753,07/29/2020,35
tt0006731,01/06/2020,35
tt0011294,05/14/2019,38
tt0012532,12/04/2015,63
tt0011370,05/22/2015,31
tt0009062,07/20/2015,9
tt0021197,04/28/2015,43
tt0021297,10/18/2015,56
tt0021307,12/08/2017,62
tt0009937,06/04/2020,88
tt0013372,12/15/2018,49
tt0016762,12/10/2018,13
tt0006327,10/03/2019,43
tt0020198,09/17/2015,37
tt0020876,09/17/2015,31
tt0020959,03/17/2018,27
tt0013688,02/08/2019,45
tt0020332,03/20/2016,12
tt0017120,02/10/2015,61
tt0021040,04/10/2019,95
tt0017662,12/04/2018,19
tt0011833,01/27/2018,51
tt0015163,04/14/2020,17
tt0013741,05/26/2019,39
tt0016630,10/24/2018,60
tt0015864,11/29/2016,32
tt0020581,11/06/2017,14
tt0020740,06/04/2019,20
tt0010600,03/15/2020,14
tt0017961,04/26/2015,56
tt0020690,07/27/2019,21
tt0021297,09/10/2019,57
tt0021268,09/14/2017,50
tt0019489,05/23/2017,27
tt0004026,02/16/2018,35
tt0021800,04/18/2019,56
tt0014606,07/23/2018,41
tt0010418,07/31/2016,34
tt0016309,05/22/2019,52
