ID,TITLE,YEAR,RUNTIME (MINUTES),GENRES
tt0019591,A Woman of Affairs,1928,98,
tt0019609,Zhivoy trup,1929,82,
tt0019611,Zvenigora,1928,68,
tt0019629,La aldea maldita,1930,57,
tt0019630,Alibi,1929,91,
tt0019644,Applause,1929,80,
tt0019646,Largent,1928,195,
tt0019649,Arsenal,1929,90,
tt0019655,Asphalt,1929,90,
tt0019658,Atlantic,1929,87,
tt0019684,Behind That Curtain,1929,91,
tt0019690,Big News,1929,75,
tt0019699,The Black Watch,1929,93,
tt0019702,Blackmail,1929,85,
tt0019725,Broadway,1929,104,
tt0019726,Broadway Babies,1929,86,
tt0019729,The Broadway Melody,1929,100,
tt0019735,Bulldog Drummond,1929,90,
tt0019745,The Canary Murder Case,1929,82,
tt0019746,Le capitaine Fracasse,1929,92,
tt0019777,The Cocoanuts,1929,96,
tt0019785,Condemned,1929,86,
tt0019788,Coquette,1929,76,
tt0019796,Daigaku wa detakeredo,1929,70,
tt0019798,The Dance of Life,1929,115,
tt0019800,Dangerous Curves,1929,75,
tt0019811,Desert Nights,1929,62,
tt0019815,DevilMayCare,1929,97,
tt0019823,Disraeli,1929,90,
tt0019824,The Divine Lady,1928,99,
tt0019843,Dynamite,1929,129,
tt0019850,Erotikon,1929,85,
tt0019852,Eternal Love,1929,71,
tt0019856,Evangeline,1929,87,
tt0019884,Flight,1929,110,
tt0019886,The Flying Fleet,1929,100,
tt0019889,The Flying Scotsman,1929,50,
tt0019901,Frau im Mond,1929,156,
tt0019909,FrAulein Else,1929,90,
tt0019929,The Girl in the Show,1929,82,
tt0019933,Glorifying the American Girl,1929,95,
tt0019935,The Godless Girl,1928,113,
tt0019936,Gold Diggers of Broadway,1929,101,
tt0019945,The Great Divide,1929,72,
tt0019946,The Great Gabbo,1929,92,
tt0019949,The Greene Murder Case,1929,69,
tt0019957,Half Marriage,1929,68,
tt0019959,Hallelujah,1929,109,
tt0019976,Hells Heroes,1929,68,
tt0019979,Her Private Affair,1929,70,
tt0019983,High Voltage,1929,63,
tt0019992,The Hole in the Wall,1929,73,
tt0019993,The Hollywood Revue of,1929,130,
tt0020004,Seven Footprints to Satan,1929,60,
tt0020011,Ich kAsse Ihre Hand Madame,1929,66,
tt0020014,The Idle Rich,1929,80,
tt0020018,In Old Arizona,1928,95,
tt0020025,The Informer,1929,83,
tt0020030,The Iron Mask,1929,95,
tt0020034,Its a Great Life,1929,93,
tt0020062,The Kiss,1929,62,
tt0020075,Laila,1929,165,
tt0020078,The Last Performance,1929,60,
tt0020080,The Last Warning,1928,89,
tt0020081,The Last of Mrs Cheyney,1929,94,
tt0020092,The Letter,1929,65,
tt0020103,The Locked Door,1929,74,
tt0020112,The Love Parade,1929,107,
tt0020114,The Love Trap,1929,71,
tt0020122,Lucky Star,1929,100,
tt0020126,Madame X,1929,95,
tt0020142,The Manxman,1929,110,
tt0020143,Marianne,1929,111,
tt0020144,Marianne,1929,80,
tt0020163,Menschen am Sonntag,1930,73,
tt0020166,Mexicali Rose,1929,60,
tt0020182,Monte Cristo,1929,223,
tt0020193,Mutter Krausens Fahrt ins GlAck,1929,121,
tt0020197,The Mysterious Dr Fu Manchu,1929,80,
tt0020198,The Mysterious Island,1929,95,
tt0020210,Navy Blues,1929,77,
tt0020217,New York Nights,1929,82,
tt0020223,Noahs Ark,1928,135,
tt0020228,Les nouveaux messieurs,1929,135,
tt0020230,Novyy Vavilon,1929,120,
tt0020232,Oblomok imperii,1929,96,
tt0020238,On with the Show,1929,104,
tt0020247,Our Modern Maidens,1929,76,
tt0020253,The Pagan,1929,83,
tt0020269,Piccadilly,1929,92,
tt0020286,Prapancha Pash,1929,74,
tt0020293,Prividenie kotoroe ne vozvrashchaetsya,1930,67,
tt0020298,Queen Kelly,1932,101,
tt0020305,The Racketeer,1929,68,
tt0020320,Redskin,1929,82,
tt0020332,Rio Rita,1929,140,
tt0020335,The River,1928,84,
tt0020336,Chasing Rainbows,1930,96,
tt0020358,Sally,1929,103,
tt0020359,Salute,1929,84,
tt0020364,The Saturday Night Kid,1929,63,
tt0020388,Seven Keys to Baldpate,1929,72,
tt0020392,The Shakedown,1929,70,
tt0020402,Show Boat,1929,147,
tt0020403,Show of Shows,1929,128,
tt0020405,The Silent Enemy,1930,84,
tt0020410,The Single Standard,1929,73,
tt0020425,So This Is College,1929,98,
tt0020431,Der Sonderling,1929,88,
tt0020439,Speedway,1929,76,
tt0020442,Spite Marriage,1929,76,
tt0020446,The Squall,1929,105,
tt0020451,Staroye i novoye,1929,121,
tt0020458,Street Girl,1929,87,
tt0020461,The Studio Murder Mystery,1929,62,
tt0020466,Sunnyside Up,1929,121,
tt0020475,Tagebuch einer Verlorenen,1929,104,
tt0020479,The Taming of the Shrew,1929,63,
tt0020480,Tanned Legs,1929,71,
tt0020488,Their Own Desire,1929,65,
tt0020490,They Had to See Paris,1929,95,
tt0020492,The Thirteenth Chair,1929,72,
tt0020499,Thunderbolt,1929,85,
tt0020502,Tide of Empire,1929,73,
tt0020510,TAkyA kAshinkyoku,1929,101,
tt0020514,The Trespasser,1929,90,
tt0020534,The Unholy Night,1929,94,
tt0020538,Untamed,1929,86,
tt0020542,The Vagabond Lover,1929,65,
tt0020543,The Valiant,1929,66,
tt0020547,Verdun visions dhistoire,1928,151,
tt0020556,The Virginian,1929,91,
tt0020563,Gakusei romansu Wakaki hi,1929,103,
tt0020570,Die weiAYe HAlle vom Piz PalA,1929,150,
tt0020572,Welcome Danger,1929,113,
tt0020581,Where East Is East,1929,65,
tt0020585,Why Be Good,1929,84,
tt0020589,Wild Orchids,1929,100,
tt0020590,The Wild Party,1929,77,
tt0020608,Die wunderbare LAge der Nina Petrowna,1929,102,
tt0020613,The Younger Generation,1929,75,
tt0020620,Abraham Lincoln,1930,96,
tt0020629,All Quiet on the Western Front,1930,136,
tt0020640,Animal Crackers,1930,97,
tt0020641,Anna Christie,1930,89,
tt0020642,Anna Christie,1930,85,
tt0020656,Au bonheur des dames,1930,85,
tt0020661,Back Pay,1930,63,
tt0020668,The Bat Whispers,1930,83,
tt0020670,Be Yourself,1930,65,
tt0020673,Beau Ideal,1931,79,
tt0020679,The Benson Murder Case,1930,65,
tt0020686,The Big House,1930,87,
tt0020690,The Big Pond,1930,72,
tt0020691,The Big Trail,1930,125,
tt0020693,Billy the Kid,1930,98,
tt0020695,The Bishop Murder Case,1929,88,
tt0020697,Der blaue Engel,1930,104,
tt0020701,Borderline,1930,63,
tt0020702,Born Reckless,1930,82,
tt0020713,Bright Lights,1930,69,
tt0020724,Call of the Flesh,1930,100,
tt0020740,Captain Thunder,1930,65,
tt0020754,Charleys Aunt,1930,88,
tt0020758,Check and Double Check,1930,77,
tt0020763,Children of Pleasure,1930,70,
tt0020768,City Girl,1930,77,
tt0020793,A Cottage on Dartmoor,1929,88,
tt0020799,The Cuckoos,1930,97,
tt0020806,Danger Lights,1930,74,
tt0020814,David Golder,1931,86,
tt0020815,The Dawn Patrol,1930,108,
tt0020821,The Devil to Pay,1930,72,
tt0020823,The Devils Holiday,1930,80,
tt0020827,The Divorcee,1930,84,
tt0020828,Dixiana,1930,100,
tt0020836,The Doorway to Hell,1930,78,
tt0020838,Doughboys,1930,79,
tt0020842,Die Drei von der Tankstelle,1930,99,
tt0020852,Elstree Calling,1930,86,
tt0020869,The Fall Guy,1930,66,
tt0020875,The Menace,1932,64,
tt0020876,Feet First,1930,93,
tt0020890,The Flirting Widow,1930,72,
tt0020891,The Florodora Girl,1930,79,
tt0020894,Follow Thru,1930,92,
tt0020896,For the Defense,1930,65,
tt0020900,Framed,1930,65,
tt0020902,Free and Easy,1930,92,
tt0020919,The Girl Said No,1930,93,
tt0020924,Going Wild,1930,68,
tt0020926,Golden Dawn,1930,81,
tt0020929,Good News,1930,90,
tt0020938,The Green Goddess,1930,73,
tt0020945,Half Shot at Sunrise,1930,78,
tt0020949,Happy Days,1929,80,
tt0020959,Hell Harbor,1930,93,
tt0020960,Hells Angels,1930,127,
tt0020966,Her Man,1930,85,
tt0020980,Hogaraka ni ayume,1930,95,
tt0020985,Holiday,1930,91,
tt0020987,Hook Line and Sinker,1930,75,
tt0021001,Inside the Lines,1930,72,
tt0021013,Journeys End,1930,120,
tt0021015,Juno and the Paycock,1930,85,
tt0021016,Just Imagine,1930,113,
tt0021025,King of Jazz,1930,99,
tt0021040,Ladies of Leisure,1930,99,
tt0021042,The Lady of Scandal,1930,76,
tt0021044,A Lady to Love,1930,92,
tt0021048,The Lash,1930,77,
tt0021053,Laughter,1930,85,
tt0021060,Let Us Be Gay,1930,79,
tt0021061,Lets Go Native,1930,77,
tt0021069,The Life of the Party,1930,79,
tt0021070,The Light of Western Stars,1930,70,
tt0021074,Liliom,1930,94,
tt0021079,Little Caesar,1931,79,
tt0021087,Loose Ankles,1930,69,
tt0021090,Lord Byron of Broadway,1930,80,
tt0021092,The PayOff,1930,65,
tt0021094,The Lottery Bride,1930,80,
tt0021100,Love in the Rough,1930,84,
tt0021102,Lovin the Ladies,1930,65,
tt0021106,Madam Satan,1930,116,
tt0021110,Mammy,1930,84,
tt0021121,Manslaughter,1930,85,
tt0021128,Mary,1931,78,
tt0021132,The Matrimonial Bed,1930,69,
tt0021133,Maybe Its Love,1930,72,
tt0021134,The Medicine Man,1930,66,
tt0021140,Men Without Women,1930,77,
tt0021148,Min and Bill,1930,69,
tt0021149,Moby Dick,1930,80,
tt0021152,Montana Moon,1930,89,
tt0021153,Monte Carlo,1930,90,
tt0021156,Morocco,1930,92,
tt0021165,Murder,1930,104,
tt0021178,New Moon,1930,78,
tt0021189,Not So Dumb,1930,76,
tt0021191,A Notorious Affair,1930,69,
tt0021197,The Office Wife,1930,59,
tt0021216,One Night at Susies,1930,62,
tt0021217,One Romantic Night,1930,73,
tt0021223,Our Blushing Brides,1930,102,
tt0021225,Outward Bound,1930,83,
tt0021228,Paid,1930,86,
tt0021232,Paramount on Parade,1930,102,
tt0021239,Party Girl,1930,67,
tt0021240,Passion Flower,1930,79,
tt0021247,La petite Lise,1930,84,
tt0021263,Playing Around,1930,66,
tt0021268,Prazdnik svyatogo Yorgena,1930,83,
tt0021273,Prix de beautA Miss Europe,1930,93,
tt0021276,Puttin on the Ritz,1930,88,
tt0021280,One Heavenly Night,1931,82,
tt0021281,Raffles,1930,72,
tt0021282,Rain or Shine,1930,88,
tt0021283,Rakudai wa shitakeredo,1930,65,
tt0021287,Reaching for the Moon,1930,91,
tt0021292,Redemption,1930,75,
tt0021294,Remote Control,1930,65,
tt0021295,Renegades,1930,84,
tt0021297,The Return of Dr Fu Manchu,1930,73,
tt0021303,Rivers End,1930,75,
tt0021304,Road to Paradise,1930,74,
tt0021307,The Rogue Song,1930,104,
tt0021309,Le roman de Renard,1937,63,
tt0021310,Romance,1930,76,
tt0021322,The Royal Family of Broadway,1930,82,
tt0021324,Runaway Bride,1930,69,
tt0021331,Le sang dun poAte,1930,55,
tt0021335,Sarah and Son,1930,86,
tt0021345,The Sea Bat,1930,73,
tt0021371,Show Girl in Hollywood,1930,80,
tt0021374,The Silver Horde,1930,75,
tt0021376,The Sin Ship,1931,65,
tt0021377,Sin Takes a Holiday,1930,81,
tt0021381,Sinners Holiday,1930,60,
tt0021382,The Sins of the Children,1930,87,
tt0021394,So Long Letty,1929,64,
tt0021400,Son of the Gods,1930,93,
tt0021401,Song o My Heart,1930,85,
tt0021406,Sono yo no tsuma,1930,65,
tt0021408,Soup to Nuts,1930,70,
tt0021409,Sous les toits de Paris,1930,96,
tt0021413,Spring Is Here,1930,69,
tt0021420,Street of Chance,1930,75,
tt0021435,Sunny,1930,78,
tt0021439,Sweet Kitty Bellairs,1930,63,
tt0021464,They Learned About Women,1930,95,
tt0021472,Three Faces East,1930,71,
tt0021483,Tom Sawyer,1930,86,
tt0021486,Top Speed,1930,80,
tt0021493,The Truth About Youth,1930,69,
tt0021505,The Unholy Three,1930,72,
tt0021508,Up the River,1930,92,
tt0021531,War Nurse,1930,81,
tt0021533,Way Out West,1930,71,
tt0021534,Way for a Sailor,1930,85,
tt0021542,Westfront  Vier von der Infanterie,1930,97,
tt0021549,Whoopee,1930,93,
tt0021551,The Widow from Chicago,1930,64,
tt0021568,Young Man of Manhattan,1930,79,
tt0021571,Zemlya,1930,75,
tt0021577,LAge dor,1930,60,
tt0021580,Hours,1931,66,
tt0021594,Alam Ara,1931,124,
tt0021595,Alexander Hamilton,1931,70,
tt0021599,Alice in Wonderland,1931,55,
tt0021606,Ambassador Bill,1931,70,
tt0021607,An American Tragedy,1931,96,
tt0021615,Are These Our Children,1931,84,
tt0021622,Arrowsmith,1931,108,
tt0021632,Bachelor Apartment,1931,76,
tt0021633,The Bachelor Father,1931,90,
tt0021635,Bad Girl,1931,90,
tt0021636,The Bad Sister,1931,68,
tt0021647,Beauty and the Boss,1932,66,
tt0021649,Behind Office Doors,1931,82,
tt0021654,BerlinAlexanderplatz  Die Geschichte Franz Biberkopfs,1931,90,
tt0021657,Big Business Girl,1931,75,
tt0021668,The Black Camel,1931,71,
tt0021673,Blonde Crazy,1931,79,
tt0021681,Bomben auf Monte Carlo,1931,111,
tt0021684,Born to Love,1931,81,
tt0021697,Broadminded,1931,65,
tt0021707,Los calaveras,1931,63,
tt0021725,Caught Plastered,1931,68,
tt0021730,The Champ,1931,86,
tt0021732,Chances,1931,72,
tt0021733,Charlie Chan Carries On,1931,76,
tt0021735,The Cheat,1931,74,
tt0021739,La chienne,1931,91,
tt0021743,Chinatown After Dark,1931,59,
tt0021746,Cimarron,1931,123,
tt0021749,City Lights,1931,87,
tt0021750,City Streets,1931,83,
tt0021754,Coeur de lilas,1932,90,
tt0021756,The Common Law,1931,74,
tt0021759,A Connecticut Yankee,1931,95,
tt0021761,Consolation Marriage,1931,81,
tt0021764,Corsair,1931,75,
tt0021768,Cracked Nuts,1931,65,
tt0021770,The Criminal Code,1930,97,
tt0021772,The Cuban Love Song,1931,86,
tt0021778,Dance Fools Dance,1931,80,
tt0021780,Just a Gigolo,1931,66,
tt0021785,Daughter of the Dragon,1931,70,
tt0021786,Daybreak,1931,85,
tt0021793,Delicious,1931,106,
tt0021798,Devotion,1931,81,
tt0021799,Dirigible,1931,100,
tt0021800,Dishonored,1931,91,
tt0021814,Dracula,1931,75,
