MOVIE ID,WATCH DATE,MINUTES WATCHED
tt1204340,01/15/2017,25
tt0036328,09/03/2015,101
tt0109685,09/10/2015,38
tt0115655,08/14/2017,29
tt0107242,02/07/2015,93
tt2176690,08/19/2018,66
tt2058710,07/29/2017,67
tt0171812,09/29/2019,16
tt1540005,10/04/2019,70
tt1388441,02/02/2019,127
tt0254767,04/26/2018,43
tt0215517,11/12/2019,19
tt0127271,07/15/2019,32
tt0066550,12/04/2019,58
tt0193355,08/31/2015,91
tt0330540,09/08/2017,39
tt0033477,06/16/2015,64
tt2303112,02/03/2018,21
tt0213825,05/08/2017,57
tt0020534,06/08/2017,66
tt0045604,02/15/2015,40
tt0077556,08/23/2017,12
tt0063513,09/06/2016,20
tt0414055,11/28/2015,33
tt0019957,06/22/2015,16
tt0837803,04/04/2015,24
tt0120184,05/31/2015,115
tt0083258,01/19/2020,20
tt1151911,04/28/2018,13
tt0064940,10/23/2017,11
tt1660302,02/06/2018,103
tt0843287,03/30/2019,79
tt0108504,07/05/2016,32
tt0049011,01/30/2016,66
tt0093855,09/10/2016,5
tt0037167,07/25/2018,25
tt0031208,01/08/2018,15
tt0056905,05/31/2017,13
tt1637709,11/27/2015,16
tt0436721,07/28/2018,55
tt0933361,02/21/2017,18
tt0120732,05/08/2019,39
tt1608776,09/16/2019,55
tt1033575,09/14/2016,97
tt0330243,12/05/2016,62
tt0080940,09/04/2019,48
tt0267351,07/13/2015,79
tt0097630,04/29/2018,21
tt0496385,03/11/2019,23
tt0159432,12/29/2015,34
tt0471463,06/29/2017,15
tt0102452,02/02/2016,27
tt0095738,07/01/2019,13
tt0114690,07/12/2017,19
tt0075990,08/23/2017,86
tt2312322,08/09/2020,22
tt0030668,05/16/2017,28
tt0323103,03/05/2017,88
tt0037963,01/24/2018,33
tt0481517,01/17/2020,58
tt0285156,07/06/2017,72
tt0128442,03/23/2020,17
tt0014925,03/04/2016,32
tt0057547,09/16/2018,90
tt0042395,02/27/2018,81
tt0088344,01/09/2017,32
tt1071201,08/12/2017,42
tt1503777,05/29/2015,83
tt2091288,09/04/2020,35
tt0435680,05/17/2018,20
tt0024809,02/05/2019,26
tt0122678,03/15/2018,8
tt0068971,02/15/2020,72
tt1480658,10/11/2018,78
tt0462302,07/22/2020,37
tt0295238,05/26/2015,43
tt2216212,08/01/2017,32
tt0062024,05/13/2015,83
tt0120778,09/22/2019,81
tt1658837,08/26/2020,78
tt0076554,10/17/2016,48
tt0068164,06/12/2018,85
tt0382615,10/14/2015,76
tt0244684,05/22/2017,71
tt0430304,08/06/2019,78
tt2473718,12/30/2016,101
tt0206877,12/29/2019,5
tt0110076,10/15/2016,166
tt0119773,01/23/2018,75
tt0339421,04/18/2017,96
tt0184596,04/27/2020,25
tt0045235,08/07/2019,50
tt0030709,11/26/2016,37
tt0027376,10/01/2018,30
tt0096830,10/26/2015,72
tt0117500,05/25/2020,24
tt1909807,03/25/2015,87
tt0026939,09/09/2017,62
tt0058475,05/10/2019,55
tt2088012,08/08/2019,107
tt2510820,12/07/2017,42
tt0082743,06/02/2015,74
tt0112779,09/10/2016,102
tt0061715,03/28/2018,38
tt0105356,01/16/2018,88
tt0105599,02/20/2020,111
tt1075749,03/23/2019,89
tt0070531,01/07/2018,8
tt0077321,09/14/2015,61
tt0088746,08/09/2015,56
tt0296574,12/05/2017,80
tt1252605,06/19/2017,34
tt2277840,03/27/2017,67
tt0063203,08/28/2019,81
tt1922559,06/19/2020,68
tt2256041,05/28/2016,23
tt1330607,02/09/2015,8
tt0283287,05/10/2020,60
tt0906773,09/13/2016,61
tt0057058,11/23/2015,2
tt0116732,07/03/2018,38
tt0063844,11/04/2019,14
tt1937118,07/18/2015,87
tt0293764,07/25/2018,40
tt1105355,10/24/2015,80
tt0164444,11/16/2019,58
tt0180033,07/13/2017,53
tt0255312,01/30/2020,24
tt0120062,09/17/2019,83
tt0162973,04/22/2016,84
tt0005960,07/05/2015,40
tt0088393,04/21/2019,55
tt0060424,10/27/2016,74
tt0084458,01/26/2019,64
tt1225703,01/03/2017,72
tt0053041,08/27/2016,30
tt0020402,03/03/2018,115
tt0107321,04/03/2018,58
tt0181012,03/20/2017,65
tt1450320,10/05/2015,9
tt2002606,01/05/2015,28
tt0102371,06/11/2018,62
tt0060853,05/19/2015,87
tt0872314,07/03/2017,4
tt0075188,04/13/2020,70
tt0035726,07/31/2019,3
tt0069809,03/20/2017,3
tt0243462,08/29/2020,91
tt0110201,11/09/2019,6
tt0291117,03/28/2020,3
tt0096073,09/19/2018,19
tt0368323,09/13/2019,12
tt1680119,12/29/2018,1
tt2208144,09/07/2017,81
tt0083168,02/05/2016,19
tt0425818,11/21/2018,26
tt0426459,08/04/2019,18
tt0492962,02/04/2016,20
tt0185978,08/08/2017,22
tt0065422,12/30/2015,8
tt0056912,02/05/2018,17
tt0031072,05/17/2016,51
tt0290884,07/23/2020,43
tt1836202,08/27/2020,58
tt0118924,03/15/2018,18
tt0198316,09/17/2018,53
tt0329355,06/08/2020,33
tt0073017,06/28/2020,31
tt0144597,08/25/2020,88
tt0404802,08/09/2016,62
tt0413297,11/10/2017,74
tt0053319,12/22/2015,150
tt0043746,01/15/2017,39
tt0060084,07/22/2016,19
tt2314414,04/29/2016,4
tt0033949,12/28/2016,27
tt0188750,03/27/2016,108
tt1453262,06/17/2019,19
tt0069865,06/02/2020,18
tt0422401,09/27/2019,51
tt0404259,06/22/2020,75
tt1022547,12/20/2017,8
tt0013579,11/03/2015,19
tt1772935,06/27/2016,79
tt0181536,04/02/2015,37
tt0129271,03/17/2019,20
tt0071391,10/02/2018,81
tt0268346,03/21/2015,13
tt1522250,03/17/2020,108
tt0366721,12/24/2017,83
tt0062365,08/12/2016,76
tt0026338,06/21/2020,35
tt0234805,09/06/2016,67
tt0060125,03/19/2020,55
tt1046173,04/06/2020,49
tt1954886,10/09/2018,74
tt0038494,03/27/2017,6
tt0116277,04/06/2017,96
tt0066600,04/03/2020,61
tt0056173,10/10/2019,38
tt0441909,09/22/2017,30
tt0363504,03/09/2019,105
tt0116330,10/08/2016,65
tt0085271,10/18/2017,102
tt0817545,12/21/2019,51
tt0084881,03/24/2016,5
tt0099670,09/03/2015,7
tt0323571,11/23/2017,22
tt1298605,08/23/2019,73
tt1748179,10/08/2017,4
tt0070368,08/05/2016,72
tt0065820,05/17/2017,98
tt0096263,02/23/2020,63
tt0030848,08/24/2018,75
tt1714210,02/24/2017,67
tt1385591,03/04/2016,71
tt0475998,05/11/2019,62
tt1791500,10/23/2019,23
tt0022139,01/05/2020,65
tt0109424,06/15/2017,89
tt0047865,03/23/2020,60
tt0052698,08/06/2016,27
tt0090981,07/02/2020,26
tt0180768,01/17/2016,72
tt0082094,02/15/2016,79
tt0121371,10/25/2015,78
tt0403483,07/17/2019,52
tt0059390,04/30/2019,86
tt0466679,07/31/2020,130
tt0138910,06/23/2017,57
tt0187868,05/26/2020,50
tt0180181,11/27/2018,90
tt0295018,05/11/2020,14
tt1372306,11/30/2016,86
tt0075765,10/30/2016,42
tt0093010,07/27/2015,68
tt0076698,05/22/2020,2
tt1209367,12/08/2015,70
tt0167125,11/17/2018,38
tt0101534,05/09/2020,36
tt0087464,04/20/2020,15
tt0043590,07/26/2020,9
tt0091976,03/25/2020,77
tt0065076,01/22/2018,15
tt0433043,06/07/2018,45
tt0360773,03/24/2017,60
tt0072111,04/19/2016,108
tt0068687,02/20/2015,7
tt2429640,08/21/2020,95
tt1529231,11/30/2015,3
tt0070180,08/26/2018,75
tt0028776,10/19/2016,17
tt1085400,11/21/2016,27
tt0468538,11/10/2015,22
tt0478705,07/06/2018,18
tt1267500,06/08/2015,32
tt0073470,11/08/2017,20
tt0047896,02/21/2020,67
tt0059253,08/21/2020,98
tt0056319,03/15/2017,40
tt0485956,05/11/2020,19
tt0213203,12/04/2019,65
tt0219682,07/03/2016,11
tt0155064,10/05/2016,37
tt0116165,12/22/2017,26
tt1747967,08/26/2020,107
tt0044741,10/04/2016,142
tt0089124,08/18/2018,83
tt0108588,08/18/2018,41
tt0325055,08/21/2017,29
tt0095801,05/11/2020,59
tt0085515,07/23/2018,77
tt0146786,04/26/2017,56
tt0243415,02/15/2020,25
tt2277860,11/01/2015,76
tt0297162,04/17/2017,35
tt0052325,05/13/2019,87
tt0101805,07/18/2015,26
tt0035121,11/19/2019,94
tt0166499,07/26/2017,37
tt0072359,02/09/2020,55
tt0290326,10/17/2018,13
tt0116206,09/29/2015,3
tt0491211,09/23/2018,58
tt0040884,10/03/2017,42
tt2360334,11/02/2018,71
tt1756616,05/08/2019,12
tt0103609,09/30/2016,19
tt0095582,06/14/2015,19
tt2106440,02/04/2018,50
tt0092222,03/15/2016,42
tt0347105,05/18/2015,90
tt0249506,06/20/2019,71
tt0047991,02/12/2019,63
tt0061411,07/06/2019,13
tt1407081,10/24/2016,44
tt0180768,11/07/2019,72
tt0063459,02/26/2017,6
tt0114701,02/01/2016,33
tt0081081,11/04/2015,60
tt1230213,07/06/2017,40
tt0038219,02/04/2015,88
tt0069770,01/26/2019,24
tt0118865,05/28/2018,18
tt0484840,03/08/2018,51
tt2245003,03/25/2019,79
tt0034946,11/19/2016,8
tt0088392,07/14/2015,65
tt0051399,12/08/2017,79
tt1912398,04/08/2018,82
tt0180942,08/18/2018,61
tt0105645,04/23/2019,25
tt0113568,11/16/2015,10
tt0110456,09/10/2017,20
tt1345507,09/27/2018,5
tt1521237,08/13/2020,109
tt0097481,10/09/2018,61
tt0039073,08/16/2020,54
tt0122452,04/16/2018,76
tt0264935,04/14/2017,72
tt2405182,06/01/2017,50
tt0390808,10/31/2016,107
tt1621782,11/29/2018,59
tt1270631,06/07/2016,17
tt2156785,11/03/2016,13
tt0961728,02/21/2015,98
tt1102316,11/10/2017,76
tt0093599,07/28/2015,135
tt0064072,11/20/2019,27
tt0072608,02/15/2019,39
tt0044158,11/24/2017,18
tt0072930,09/01/2015,84
tt0050282,07/17/2016,51
tt0067334,01/02/2018,12
tt0041428,03/02/2016,11
tt0090021,11/03/2019,85
tt0242527,04/01/2017,60
tt0119228,04/06/2020,59
tt0814130,07/09/2019,20
tt0027459,11/14/2018,18
tt0135757,12/05/2019,31
tt0123808,05/18/2016,76
tt1219703,06/17/2017,78
tt1501658,11/12/2019,57
tt1094668,03/01/2018,16
tt0290238,06/13/2017,37
tt0026126,07/16/2018,41
tt0382077,09/21/2015,30
tt0069282,04/10/2016,70
tt1431181,08/17/2017,24
tt0287811,10/22/2017,74
tt0179813,06/10/2015,45
tt2369205,07/16/2016,99
tt0069730,08/25/2016,30
tt0104937,08/17/2018,45
tt0166556,01/11/2019,75
tt0097373,02/29/2016,42
tt0052326,12/18/2019,86
tt0097875,07/28/2016,46
tt0993755,05/29/2019,7
tt0027062,11/22/2018,78
tt0414387,07/23/2016,122
tt0433615,07/24/2018,53
tt0079770,08/16/2018,85
tt1059264,05/26/2019,81
tt0391067,01/17/2018,11
tt0053660,04/11/2015,69
tt0119947,09/24/2015,47
tt0114267,09/30/2016,50
tt0097637,06/21/2020,87
tt2215211,06/04/2017,18
tt0040465,08/07/2018,10
tt0182688,03/15/2019,10
tt0079467,07/06/2020,76
tt0073275,05/06/2018,52
tt2406636,06/24/2019,7
tt0101675,07/11/2015,51
tt0086879,05/16/2015,144
tt0765444,05/09/2020,15
tt0072618,09/15/2016,58
tt0309380,09/11/2015,24
tt0787523,01/23/2016,67
tt1793239,04/04/2016,21
tt1978447,11/13/2017,56
tt0068759,05/06/2020,56
tt0059094,06/13/2016,29
tt0071202,01/13/2017,27
tt0072025,01/19/2018,18
tt0244297,01/18/2019,77
tt0325761,10/28/2018,29
tt0114751,04/08/2017,27
tt0025748,11/28/2016,39
tt1734589,01/15/2015,6
tt0111783,09/28/2016,39
tt1318034,03/07/2017,39
tt0154153,01/28/2015,75
tt0143323,05/06/2016,99
tt2171815,07/15/2016,31
tt0024252,08/15/2020,64
tt0076310,02/13/2015,23
tt0095389,11/06/2017,40
tt2076889,01/16/2019,96
tt0314004,12/19/2018,111
tt0201901,08/29/2020,42
tt0172184,12/10/2015,26
tt0088330,11/18/2019,94
tt0147467,05/29/2020,31
tt0765432,11/26/2017,12
tt0203755,11/02/2019,56
tt0119285,03/23/2017,11
tt0128089,09/18/2015,70
tt2385001,05/21/2020,30
tt0052972,08/25/2016,32
tt1424310,09/13/2019,29
tt0055320,01/21/2017,63
tt2261749,07/12/2018,13
tt0119013,08/27/2016,21
tt1935065,05/04/2016,4
tt0078056,03/31/2018,39
tt0058323,08/29/2017,73
tt0068521,04/13/2019,35
tt0032811,06/29/2018,13
tt1190913,04/20/2019,78
tt0211900,09/09/2018,25
tt0063690,05/23/2017,21
tt1525344,11/30/2016,2
tt0065224,01/17/2017,41
tt0063731,03/19/2019,159
tt0393813,04/13/2016,16
tt0381716,05/05/2018,117
tt0280760,09/01/2019,25
tt1700489,04/01/2020,54
tt0095421,09/07/2018,64
tt0059952,05/30/2020,28
tt1386683,02/13/2015,78
tt1722516,05/11/2018,8
tt0036091,03/15/2020,43
tt0026008,06/07/2017,98
tt0787495,05/21/2017,63
tt2543164,06/07/2018,79
tt10280220,02/06/2020,63
tt2044863,02/28/2015,144
tt1064936,09/27/2018,14
tt0477340,03/21/2017,24
tt0225029,10/23/2016,52
tt0246000,07/23/2020,83
tt0092906,04/22/2016,4
tt0041178,04/28/2018,63
tt0327940,10/02/2019,74
tt0079450,01/08/2017,15
tt0028667,03/09/2016,39
tt0040778,11/23/2015,62
tt0138433,06/02/2016,84
tt0206154,06/26/2015,5
tt0206608,07/23/2019,5
tt0050280,03/16/2017,45
tt0364303,12/15/2015,92
tt0120665,05/23/2016,123
tt0034030,11/13/2018,42
tt0944834,12/05/2017,14
tt0060951,10/18/2015,67
tt0244196,08/25/2017,73
tt1633217,04/17/2015,41
tt0049268,10/08/2019,77
tt0150187,07/25/2020,40
tt0064626,06/06/2017,72
tt0022435,08/28/2016,40
tt0169161,12/24/2018,76
tt0051477,01/01/2020,11
tt0112494,11/29/2015,39
tt0114240,11/04/2018,31
tt0098056,04/06/2016,76
tt0186908,01/31/2019,39
tt0369436,03/18/2019,72
tt0050625,06/24/2020,57
tt0046317,08/25/2016,35
tt0050175,08/23/2015,102
tt0044714,11/27/2017,23
tt0831387,07/27/2020,82
tt1588362,07/04/2015,61
tt1753939,11/16/2017,33
tt0054310,08/23/2020,91
tt0086330,01/09/2019,4
tt2023454,02/08/2019,69
tt1047540,04/08/2020,42
tt0030190,11/17/2018,37
tt0495033,07/14/2015,79
tt1937449,04/11/2017,99
tt0020919,12/30/2017,33
tt0395991,09/03/2018,45
tt0097113,05/05/2020,22
tt0079370,12/13/2018,73
tt0032383,12/18/2015,66
tt0085533,03/15/2015,57
tt0078928,03/05/2015,16
tt0756654,08/23/2016,33
tt0413401,12/08/2019,29
tt2363518,05/08/2020,51
tt0109254,05/07/2020,78
tt0465485,07/30/2019,23
tt0062363,01/04/2015,112
tt2243275,12/01/2015,40
tt0313312,01/31/2016,93
tt0107166,01/20/2015,161
tt0158855,01/29/2017,93
tt0015872,07/31/2020,17
tt0061785,05/03/2019,60
tt0102465,07/13/2020,31
tt1259227,01/06/2019,37
tt1006907,11/04/2016,88
tt0072933,06/15/2017,61
tt0354899,04/05/2015,105
tt0072723,05/07/2018,78
tt0044538,02/09/2015,68
tt0047331,04/18/2016,56
tt1502948,08/14/2017,43
tt0246158,10/14/2019,16
tt1295083,04/03/2018,77
tt1836137,02/27/2019,58
tt0027940,03/24/2020,35
tt0109828,04/29/2016,52
tt0129023,08/11/2020,81
tt0073794,12/21/2016,57
tt0254688,02/09/2020,70
tt0427906,12/01/2015,82
tt0061040,10/30/2016,37
tt0043134,02/22/2018,59
tt1718147,03/25/2019,58
tt0042395,02/19/2015,16
tt0133930,02/27/2016,21
tt0033022,03/06/2015,47
tt0102958,02/07/2019,53
tt0021595,11/12/2019,43
tt0112380,01/09/2015,106
tt0418325,02/21/2018,25
tt0182675,04/04/2019,46
tt0057328,10/21/2015,13
tt1173745,02/21/2015,73
tt0048610,01/07/2015,73
tt2242176,11/26/2016,31
tt0053610,01/14/2015,75
tt0467003,08/04/2017,5
tt1629242,09/05/2018,68
tt0156745,02/16/2019,18
tt0034889,08/07/2020,28
tt0026606,12/13/2015,15
tt0382821,04/09/2015,41
tt0055100,03/23/2015,4
tt0410466,04/20/2017,94
tt0262002,04/06/2019,60
tt0118571,08/27/2019,82
tt0080908,08/01/2020,45
tt0092770,08/06/2020,1
tt0406816,10/09/2017,97
tt1107816,05/31/2020,1
tt1041753,11/05/2017,62
tt0269537,01/27/2017,58
tt0045029,09/27/2017,91
tt0337738,06/10/2017,1
tt0482178,12/30/2018,21
tt1146295,09/09/2017,28
tt0123726,05/01/2015,55
tt0349076,08/15/2018,23
tt1988774,10/13/2015,13
tt0093637,12/12/2016,62
tt0053361,08/15/2016,104
tt0426173,07/26/2020,89
tt0250797,01/09/2015,14
tt0055146,10/29/2018,92
tt0359692,04/30/2018,37
tt0120686,02/28/2015,61
tt1295060,09/04/2016,85
tt0347048,08/25/2020,30
tt1830495,02/17/2015,78
tt0047349,06/08/2015,69
tt0033555,11/18/2017,49
tt1314197,03/26/2016,23
tt1980198,08/11/2017,18
tt0050379,04/09/2016,129
tt0047388,07/05/2019,20
tt1458503,05/10/2017,4
tt0490161,05/26/2015,14
tt2178256,09/30/2018,80
tt0110944,10/30/2019,26
tt0141270,05/28/2017,10
tt2386295,01/23/2016,76
tt0388139,05/20/2019,69
tt0299458,07/24/2015,97
tt0038622,05/28/2018,122
tt0075764,07/27/2020,101
tt0052320,05/13/2015,5
tt0108260,11/21/2015,18
tt2359175,03/06/2020,65
tt0088004,12/05/2015,35
tt0123648,11/08/2017,55
tt0095729,12/14/2018,82
tt0035679,05/30/2019,13
tt0042711,05/08/2016,60
tt1326188,08/26/2015,51
tt0097067,05/27/2016,54
tt1268809,09/16/2018,35
tt1465490,03/03/2016,41
tt0065421,01/14/2017,42
tt0028433,11/15/2016,54
tt0991174,12/29/2016,56
tt0101538,09/28/2018,51
tt0075268,03/20/2016,55
tt1254956,01/16/2016,65
tt1403214,01/29/2020,47
tt0120256,09/28/2016,75
tt0102210,06/15/2018,53
tt1852097,08/20/2018,22
tt0129134,08/24/2017,63
tt0101748,05/10/2016,74
tt0019815,09/26/2017,30
tt0029646,06/26/2018,33
tt0107507,07/06/2015,20
tt0197633,06/21/2015,35
tt1382339,12/11/2015,168
tt2069715,01/09/2017,85
tt0135492,06/24/2018,80
tt1663187,08/20/2015,53
tt2210425,12/18/2017,12
tt0074247,07/06/2018,64
tt0064041,10/07/2017,125
tt0048970,02/03/2015,40
tt0058277,04/25/2015,62
tt0044409,07/29/2019,86
tt0107212,02/21/2017,55
tt0062704,06/06/2020,46
tt0101332,07/31/2020,77
tt1094291,03/18/2020,85
tt0388858,08/03/2016,61
tt1235162,05/06/2019,57
tt0088812,06/23/2017,18
tt0832284,12/04/2019,89
tt0783528,04/29/2018,85
tt0423232,06/16/2018,101
tt0851579,07/11/2018,1
tt0108660,10/25/2017,49
tt1016223,02/27/2019,38
tt0092263,11/25/2018,57
tt1379222,08/14/2015,1
tt0976216,08/23/2017,83
tt0118892,08/25/2020,90
tt0023556,04/21/2020,15
tt0414426,01/08/2017,38
tt0293280,04/27/2015,103
tt0451154,10/30/2016,83
tt0065524,03/13/2019,88
tt0134613,02/03/2017,20
tt0091578,04/20/2018,10
tt1961279,06/01/2017,41
tt1056165,01/11/2018,12
tt1433323,05/08/2020,8
tt2330444,04/01/2015,57
tt0100194,08/03/2015,68
tt0091089,08/27/2017,30
tt2323804,09/29/2017,1
tt0074868,05/23/2017,62
tt0109771,01/05/2015,43
tt0076779,08/05/2018,54
tt0038429,01/24/2016,64
tt0039190,05/30/2018,14
tt0074213,07/26/2017,55
tt0115726,04/17/2020,87
tt0067178,10/22/2018,9
tt0920468,11/01/2015,61
tt0027240,08/09/2015,73
tt1754944,11/17/2019,91
tt2043801,05/18/2019,51
tt0031919,09/04/2016,59
tt0011173,05/10/2018,72
tt0364045,01/16/2020,2
tt2083320,06/06/2020,75
tt0332569,03/11/2020,86
tt0419491,12/08/2016,117
tt0043299,04/25/2016,74
tt0093091,01/09/2019,48
tt1015987,03/18/2015,11
tt0432283,09/20/2017,25
tt0044453,07/11/2017,61
tt0052638,06/05/2017,68
tt0044067,08/05/2019,70
tt0050407,09/01/2018,6
tt0028737,07/10/2017,19
tt1110246,05/23/2018,83
tt0036400,04/09/2020,1
tt1572782,09/24/2017,11
tt0120188,09/16/2019,20
tt0430622,09/20/2017,83
tt0907840,12/02/2019,11
tt1911644,06/29/2020,34
tt0049314,08/22/2015,78
tt0032413,07/24/2020,12
tt0083264,04/13/2015,16
tt0076245,04/13/2016,7
tt1314228,06/30/2017,12
tt0095244,10/02/2019,57
tt0058675,08/23/2019,83
tt0028400,05/07/2017,1
tt0181124,03/16/2019,46
tt0414476,01/27/2017,70
tt0047567,04/23/2015,51
tt1612768,09/07/2015,12
tt0103621,10/13/2016,24
tt0260814,05/16/2018,27
tt0970453,01/22/2019,60
tt0105682,02/02/2020,64
tt0158714,09/22/2015,24
tt1143156,08/24/2018,111
tt2526866,10/27/2018,7
tt0451284,11/08/2018,34
tt0424971,07/03/2016,81
tt2360334,10/05/2016,69
tt0114623,11/05/2016,53
tt0129568,09/21/2015,34
tt0312687,08/17/2020,104
tt0033553,05/08/2015,27
tt0131278,08/20/2019,50
tt0086143,04/09/2018,75
tt2214987,01/15/2017,53
tt0205526,08/09/2016,74
tt1286159,11/10/2015,80
tt0111216,06/05/2015,59
tt0068899,11/15/2016,13
tt0327409,10/13/2015,1
tt1245735,10/19/2016,86
tt0099625,07/27/2019,79
tt0089169,05/09/2019,31
tt0041650,08/01/2015,88
tt0089904,04/02/2020,83
tt1650048,08/07/2016,60
tt0210740,09/20/2016,23
tt0021531,04/16/2015,37
tt0086846,11/19/2017,24
tt0067109,11/01/2019,97
tt2275909,07/12/2016,22
tt0205000,07/26/2020,66
tt1859476,04/18/2016,52
tt0056319,01/21/2018,37
tt0463536,01/11/2018,56
tt0024960,04/20/2018,33
tt2337981,08/23/2017,118
tt0089756,03/18/2018,47
tt0054701,03/03/2018,47
tt0470913,03/17/2017,55
tt2273648,09/25/2019,68
tt1857824,03/16/2017,93
tt0029986,08/30/2016,61
tt0069210,06/26/2018,5
tt0026280,11/16/2017,8
tt1064861,01/14/2016,109
tt0085273,04/20/2016,54
tt0206990,07/21/2018,96
tt0116867,01/28/2016,29
tt1366981,06/05/2018,68
tt0228239,08/30/2017,77
tt0089941,08/04/2020,21
tt2332716,11/23/2017,56
tt0049745,09/07/2020,14
tt2118624,04/25/2019,18
tt0038279,09/10/2019,75
tt0245917,10/07/2016,29
tt0037150,10/06/2015,50
tt0379865,07/09/2020,113
tt0420646,07/13/2015,19
tt0111341,08/30/2016,343
tt0024830,03/05/2016,32
tt0050812,06/19/2017,35
tt0386327,03/21/2019,113
tt0064059,01/10/2015,41
tt0166985,04/18/2020,28
tt0098976,11/07/2018,94
tt1086797,01/17/2018,47
tt0297990,10/06/2018,9
tt0076234,06/06/2016,6
tt0918554,06/28/2019,2
tt0315206,10/21/2018,27
tt0310778,09/26/2017,87
tt0903831,12/06/2017,87
tt1181919,06/22/2015,11
tt2392748,04/10/2018,58
tt0061029,05/18/2019,20
tt0059063,05/03/2016,59
tt1068664,02/26/2017,90
tt0277928,11/05/2019,75
tt0118720,09/09/2016,80
tt0051856,01/31/2019,17
tt0765142,05/07/2015,62
tt0331072,08/02/2017,69
tt1733536,01/12/2019,34
tt0051776,03/25/2019,146
tt0099113,07/12/2018,16
tt0059206,11/01/2015,78
tt0114494,08/19/2015,74
tt1034306,04/21/2020,8
tt2403453,05/04/2016,45
tt0078467,04/29/2018,66
tt0279903,10/05/2019,36
tt1455180,03/01/2017,80
tt0047325,03/21/2016,66
tt0089411,07/10/2017,35
tt0274470,07/24/2017,71
tt2012665,10/18/2019,68
tt0067443,12/27/2018,63
tt0113624,10/23/2015,15
tt1068643,04/24/2020,107
tt0090196,08/27/2019,68
tt0065251,07/21/2018,84
tt0048421,02/23/2018,30
tt2055666,03/13/2016,21
tt0200030,12/14/2018,12
tt1645048,06/17/2015,87
tt1662506,01/13/2019,38
tt0338537,09/08/2020,67
tt0059324,07/12/2016,78
tt0244244,08/22/2018,88
tt0063592,07/26/2018,103
tt0421983,09/22/2018,89
tt0079662,05/15/2019,97
tt0157183,03/17/2019,25
tt0045092,08/14/2015,71
tt0065372,04/25/2017,61
tt2140189,08/04/2016,91
tt1967534,11/13/2018,63
tt0107930,01/12/2018,24
tt0035757,06/13/2019,86
tt0043553,02/01/2019,17
tt0059297,01/08/2020,54
tt1991180,05/13/2016,97
tt0048233,06/03/2016,46
tt0474642,03/11/2016,69
tt0102166,02/12/2015,50
tt0172495,04/14/2015,66
tt0041504,03/18/2019,66
tt0841925,02/13/2017,43
tt1314242,01/05/2020,29
