ID,TITLE,YEAR,RUNTIME (MINUTES),GENRES
tt0005339,A Fool There Was,1915,67,
tt0005402,The Golden Chance,1915,74,
tt0005529,HAvnens Nat,1916,100,
tt0005557,The Italian,1915,78,
tt0005719,Martyrs of the Alamo,1915,71,
tt0005809,rlrkhhdnvpfr,1915,50,
tt0005916,Posle smerti,1915,46,
tt0005951,Rapsodia satanica,1917,55,
tt0005960,The Regeneration,1915,72,
tt0006206,Les vampires,1915,421,
tt0006327,Young Romance,1915,59,
tt0006333,Leagues Under the Sea,1916,105,
tt0006509,The Children in the House,1916,50,
tt0006517,Civilization,1915,78,
tt0006589,The Devils Needle,1916,59,
tt0006617,DAdskyssen,1916,60,
tt0006688,Flirting with Fate,1916,57,
tt0006731,Going Straight,1916,60,
tt0006736,The Good BadMan,1916,50,
tt0006745,Gretchen the Greenhorn,1916,58,
tt0006753,The HalfBreed,1916,73,
tt0006780,Hells Hinges,1916,64,
tt0006809,His Picture in the Papers,1916,62,
tt0006826,Hoodoo Ann,1916,65,
tt0006864,Intolerance Loves Struggle Throughout the Ages,1916,163,
tt0006886,Judex,1916,300,
tt0007047,The Matrimaniac,1916,46,
tt0007183,Pikovaya dama,1916,63,
tt0007257,Reggie Mixes In,1916,50,
tt0007260,The Return of Draw Egan,1916,50,
tt0007309,Schuhpalast Pinkus,1916,45,
tt0007338,Sherlock Holmes,1916,116,
tt0007340,Shoes,1916,60,
tt0007361,Snow White,1916,63,
tt0007367,The Social Secretary,1916,52,
tt0007558,Where Are My Children,1916,62,
tt0007610,kxfmigsoiazu,1917,61,
tt0007755,Bucking Broadway,1917,53,
tt0007801,Cleopatra,1917,125,
tt0007983,Furcht,1917,72,
tt0008011,A Girls Folly,1917,65,
tt0008100,Himmelskibet,1918,97,
tt0008150,Joan the Woman,1916,138,
tt0008188,The Little American,1917,80,
tt0008196,The Little Princess,1917,62,
tt0008309,A Modern Musketeer,1917,68,
tt0008395,Otets Sergiy,1918,112,
tt0008443,The Poor Little Rich Girl,1917,65,
tt0008489,Raffles the Amateur Cracksman,1917,70,
tt0008499,Rebecca of Sunnybrook Farm,1917,78,
tt0008519,A Romance of the Redwoods,1917,70,
tt0008536,Satana likuyushchiy,1917,87,
tt0008634,Straight Shooting,1917,57,
tt0008663,Terje Vigen,1917,48,
tt0008672,Thomas Graals bAsta film,1917,90,
tt0008679,Tillie Wakes Up,1917,48,
tt0008687,Tom Sawyer,1917,59,
tt0008710,TAsen frAn Stormyrtorpet,1917,87,
tt0008775,Wild and Woolly,1917,72,
tt0008827,Amarilly of ClothesLine Alley,1918,67,
tt0008843,Az aranyember,1919,83,
tt0008854,Die Augen der Mumie Ma,1918,63,
tt0008879,BergEjvind och hans hustru,1918,136,
tt0008891,The Blue Bird,1918,75,
tt0008950,Carmen,1918,70,
tt0009014,La dixiAme symphonie,1918,94,
tt0009062,Das fidele GefAngnis,1917,48,
tt0009086,The Forbidden City,1918,62,
tt0009150,Hearts of the World,1918,117,
tt0009241,Johanna Enlists,1918,72,
tt0009326,MLiss,1918,73,
tt0009356,The Married Virgin,1918,71,
tt0009369,Mickey,1918,93,
tt0009440,Old Wives for New,1918,60,
tt0009475,A Pair of Silk Stockings,1918,60,
tt0009559,A Romance of Happy Valley,1919,76,
tt0009608,Shifting Sands,1918,60,
tt0009611,Shoulder Arms,1918,45,
tt0009652,Stella Maris,1918,84,
tt0009682,Tarzan of the Apes,1918,73,
tt0009701,Tih Minh,1918,418,
tt0009796,The Whispering Chorus,1918,86,
tt0009878,Anders als die Andern,1919,50,
tt0009892,Ravished Armenia,1919,80,
tt0009893,Die Austernprinzessin,1919,58,
tt0009894,El automAvil gris,1919,223,
tt0009900,Back to Gods Country,1919,73,
tt0009915,Behind the Door,1919,70,
tt0009937,Blind Husbands,1919,99,
tt0009968,Broken Blossoms or The Yellow Man and the Girl,1919,90,
tt0009976,The Busher,1919,63,
tt0010040,DaddyLongLegs,1919,85,
tt0010060,The Delicious Little Devil,1919,63,
tt0010071,Dont Change Your Husband,1919,71,
tt0010103,Eyes of Youth,1919,78,
tt0010137,For Better for Worse,1919,70,
tt0010162,Getting Mary Married,1919,65,
tt0010193,The Greatest Question,1919,80,
tt0010195,The Grim Game,1919,71,
tt0010208,Harakiri,1919,80,
tt0010219,Hawthorne of the USA,1919,57,
tt0010227,Heart o the Hills,1919,87,
tt0010247,Herr Arnes pengar,1919,122,
tt0010267,The Hoodlum,1919,78,
tt0010281,Ich mAchte kein Mann sein,1918,45,
tt0010307,Jaccuse,1919,166,
tt0010323,Das Cabinet des Dr Caligari,1920,76,
tt0010418,Male and Female,1919,116,
tt0010456,Meyer aus Berlin,1919,58,
tt0010466,The Miracle Man,1919,80,
tt0010484,The Mother and the Law,1919,95,
tt0010559,Die Pest in Florenz,1919,92,
tt0010598,PrAsidenten,1919,75,
tt0010600,Die Puppe,1919,48,
tt0010635,The Roaring Road,1919,58,
tt0010662,Scarlet Days,1919,77,
tt0010680,The Sentimental Bloke,1919,106,
tt0010726,Die Spinnen  Teil  Der Goldene See,1919,81,
tt0010755,SAngen om den eldrAda blomman,1919,145,
tt0010806,True Heart Susie,1919,87,
tt0010821,Unheimliche Geschichten,1919,112,
tt0010844,Victory,1919,62,
tt0010853,Wagon Tracks,1919,64,
tt0010879,When the Clouds Roll by,1919,85,
tt0010890,The Wicked Darling,1919,59,
tt0010925,Yankee Doodle in Berlin,1919,58,
tt0010953,Algol  TragAdie der Macht,1920,99,
tt0010962,Anna Boleyn,1920,100,
tt0010969,LAtlantide,1921,136,
tt0011000,Blade af Satans bog,1920,167,
tt0011130,Dr Jekyll and Mr Hyde,1920,82,
tt0011131,Dr Jekyll and Mr Hyde,1920,40,
tt0011157,Erotikon,1920,106,
tt0011173,FanteAnne,1920,93,
tt0011193,The Flapper,1920,88,
tt0011217,Der Gang in die Nacht,1921,81,
tt0011221,Genuine,1920,88,
tt0011237,Der Golem wie er in die Welt kam,1920,91,
tt0011267,Headin Home,1920,71,
tt0011294,LHirondelle et la MAsange,1924,80,
tt0011302,Lhomme du large,1920,86,
tt0011317,Humoresque,1920,60,
tt0011358,Just Pals,1920,50,
tt0011369,Der KlosterjAger,1920,70,
tt0011370,Klostret i Sendomir,1920,54,
tt0011371,Kohlhiesels TAchter,1920,64,
tt0011387,The Last of the Mohicans,1920,73,
tt0011414,The Love Expert,1920,60,
tt0011439,The Mark of Zorro,1920,107,
tt0011440,Markens grAde,1921,107,
tt0011474,The Mollycoddle,1920,86,
tt0011513,Nomads of the North,1920,109,
tt0011565,The Penalty,1920,90,
tt0011588,Pollyanna,1920,58,
tt0011607,PrAstAnkan,1920,71,
tt0011641,Romeo und Julia im Schnee,1920,45,
tt0011647,The RoundUp,1920,70,
tt0011652,The Saphead,1920,77,
tt0011679,Sex,1920,87,
tt0011716,Something to Think About,1920,78,
tt0011723,Die Spinnen  Teil  Das Brillantenschiff,1920,104,
tt0011741,Suds,1920,75,
tt0011742,Sumurun,1920,115,
tt0011753,Terror Island,1920,55,
tt0011779,The Toll Gate,1920,73,
tt0011833,Von morgens bis mitternachts,1920,65,
tt0011837,Das wandernde Bild,1920,67,
tt0011841,Way Down East,1920,145,
tt0011865,Why Change Your Wife,1920,90,
tt0011870,Within Our Gates,1920,79,
tt0011904,The Ace of Hearts,1921,75,
tt0011909,The Affairs of Anatol,1921,117,
tt0011948,Be My Wife,1921,55,
tt0011960,Die Bergkatze,1921,79,
tt0011979,The Blot,1921,91,
tt0012016,Buried Treasure,1921,70,
tt0012027,Camille,1921,72,
tt0012068,The Conquering Power,1921,89,
tt0012122,Dream Street,1921,102,
tt0012125,Ducks and Drakes,1921,58,
tt0012134,Eldorado,1921,100,
tt0012136,Enchantment,1921,90,
tt0012187,Forbidden Fruit,1921,87,
tt0012190,The Four Horsemen of the Apocalypse,1921,150,
tt0012249,Hamlet,1921,131,
tt0012281,Hintertreppe,1921,50,
tt0012313,Das indische Grabmal zweiter Teil  Der Tiger von Eschnapur,1921,100,
tt0012314,Das indische Grabmal erster Teil  Die Sendung des Yoghi,1921,120,
tt0012334,Johan,1921,84,
tt0012349,The Kid,1921,68,
tt0012364,KArkarlen,1921,100,
tt0012382,Leap Year,1924,56,
tt0012397,Little Lord Fauntleroy,1921,112,
tt0012408,The Love Light,1921,89,
tt0012465,Miss Lulu Bett,1921,71,
tt0012486,My Boy,1921,55,
tt0012494,Der mAde Tod,1921,97,
tt0012513,The Nut,1921,74,
tt0012532,Orphans of the Storm,1921,150,
tt0012538,Outside the Law,1920,75,
tt0012631,RojA no reikion,1921,91,
tt0012642,A SailorMade Man,1921,47,
tt0012645,Sappho,1921,82,
tt0012650,Scherben,1921,50,
tt0012651,SchloAY VogelAd,1921,75,
tt0012675,The Sheik,1921,86,
tt0012745,La terre,1921,97,
tt0012752,The Three Musketeers,1921,119,
tt0012755,Through the Back Door,1921,89,
tt0012763,Tolable David,1921,99,
tt0012769,Too Wise Wives,1921,80,
tt0012806,Vier um die Frau,1921,52,
tt0012928,Beautys Worth,1922,112,
tt0012938,Beyond the Rocks,1922,80,
tt0012952,Blood and Sand,1922,80,
tt0012973,Der brennende Acker,1922,98,
tt0012975,The Brides Play,1922,70,
tt0013033,Crainquebille,1922,90,
tt0013059,Der var engang,1922,75,
tt0013075,Dr Jack,1922,60,
tt0013085,Down to the Sea in Ships,1922,83,
tt0013086,Dr Mabuse der Spieler,1922,242,
tt0013122,La femme de nulle part,1922,61,
tt0013134,Flesh and Blood,1922,74,
tt0013140,Foolish Wives,1922,117,
tt0013169,Die Gezeichneten,1922,105,
tt0013201,Grandmas Boy,1922,60,
tt0013223,The Headless Horseman,1922,68,
tt0013332,Lorna Doone,1922,70,
tt0013367,The Man from Beyond,1922,74,
tt0013372,Manslaughter,1922,100,
tt0013386,MerryGoRound,1923,110,
tt0013402,Monte Cristo,1922,100,
tt0013404,Moran of the Lady Letty,1922,68,
tt0013428,Nathan der Weise,1922,128,
tt0013442,Nosferatu,1922,94,
tt0013450,Oliver Twist,1922,98,
tt0013469,Othello,1922,79,
tt0013496,Phantom,1922,125,
tt0013515,The Prisoner of Zenda,1922,125,
tt0013556,Robin Hood,1922,143,
tt0013571,SalomA,1922,72,
tt0013579,Schatten  Eine nAchtliche Halluzination,1923,90,
tt0013592,Shadows,1922,70,
tt0013597,Sherlock Holmes,1922,85,
tt0013607,Sky High,1922,58,
tt0013619,Sodom und Gomorrha,1922,150,
tt0013626,La souriante Madame Beudet,1923,54,
tt0013662,Tess of the Storm Country,1922,137,
tt0013674,The Three MustGetTheres,1922,58,
tt0013688,The Toll of the Sea,1922,54,
tt0013704,The Trap,1922,60,
tt0013705,Trapped by the Mormons,1922,97,
tt0013741,Das Weib des Pharao,1922,100,
tt0013750,When Knighthood Was in Flower,1922,120,
tt0013802,The Young Rajah,1922,54,
tt0013830,Das alte Gesetz,1923,128,
tt0013909,Cameo Kirby,1923,70,
tt0013933,Coeur fidAle,1923,87,
tt0013951,The Covered Wagon,1923,98,
tt0014029,The Extra Girl,1923,68,
tt0014108,Gunnar Hedes saga,1923,101,
tt0014109,GAsta Berlings saga,1924,183,
tt0014112,Haldane of the Secret Service,1923,84,
tt0014142,The Hunchback of Notre Dame,1923,133,
tt0014205,Little Old New York,1923,110,
tt0014341,Our Hospitality,1923,65,
tt0014358,The Pilgrim,1923,47,
tt0014397,Raskolnikow,1923,135,
tt0014416,Rosita,1923,90,
tt0014417,La roue,1923,418,
tt0014429,Safety Last,1923,74,
tt0014440,Scaramouche,1923,124,
tt0014446,Der Schatz,1923,80,
tt0014463,The Shock,1923,96,
tt0014497,Souls for Sale,1923,90,
tt0014516,Die StraAYe,1923,74,
tt0014524,Sylvester,1924,66,
tt0014532,The Ten Commandments,1923,136,
tt0014538,Three Ages,1923,63,
tt0014586,Das Wachsfigurenkabinett,1924,65,
tt0014604,The White Rose,1923,100,
tt0014605,The White Sister,1923,143,
tt0014606,White Tiger,1923,86,
tt0014611,Why Worry,1923,63,
tt0014624,A Woman of Paris A Drama of Fate,1923,82,
tt0014636,Zaza,1923,84,
tt0014646,Aelita,1924,111,
tt0014672,America,1924,141,
tt0014702,Beau Brummel,1924,135,
tt0014721,Black Oxen,1923,80,
tt0014760,Captain January,1924,64,
tt0014770,The Chechahcos,1923,87,
tt0014854,Dorothy Vernon of Haddon Hall,1924,135,
tt0014869,The Enchanted Cottage,1924,70,
tt0014874,The Family Secret,1924,70,
tt0014898,La fille de leau,1925,71,
tt0014900,Die Finanzen des GroAYherzogs,1924,80,
tt0014925,Forbidden Paradise,1924,76,
tt0014945,Girl Shy,1924,87,
tt0014972,He Who Gets Slapped,1924,95,
tt0014982,Her Night of Romance,1924,70,
tt0015002,Hot Water,1924,60,
tt0015014,Linhumaine,1924,135,
tt0015016,The Iron Horse,1924,150,
tt0015018,Isnt Life Wonderful,1924,115,
tt0015022,Janice Meredith,1924,153,
tt0015036,Kean,1924,136,
tt0015064,Der letzte Mann,1924,77,
tt0015116,Manhandled,1924,75,
tt0015119,The Marriage Circle,1924,85,
tt0015136,Michael,1924,93,
tt0015145,Monsieur Beaucaire,1924,106,
tt0015163,The Navigator,1924,59,
tt0015167,Neobychainye priklyucheniya mistera Vesta v strane bolshevikov,1924,94,
tt0015174,Die Nibelungen Kriemhilds Rache,1924,129,
tt0015175,Die Nibelungen Siegfried,1924,143,
tt0015202,Orlacs HAnde,1924,92,
tt0015213,Papirosnitsa ot Mosselproma,1924,78,
tt0015224,Peter Pan,1924,105,
tt0015268,The Red Lily,1924,81,
tt0015289,Romola,1924,106,
tt0015310,The Sea Hawk,1924,123,
tt0015312,Secrets,1924,108,
tt0015324,Sherlock Jr,1924,45,
tt0015361,Stachka,1925,82,
tt0015400,The Thief of Bagdad,1924,155,
tt0015493,The White Shadow,1924,82,
tt0015498,Wild Oranges,1924,88,
tt0015500,Wine of Youth,1924,72,
tt0015518,Yolanda,1924,74,
tt0015532,Die Abenteuer des Prinzen Achmed,1926,81,
tt0015624,The Big Parade,1925,151,
tt0015634,Body and Soul,1925,102,
tt0015643,Braveheart,1925,71,
tt0015648,Bronenosets Potemkin,1925,75,
tt0015684,The Circle,1925,71,
tt0015687,Clash of the Wolves,1925,74,
tt0015693,Cobra,1925,70,
tt0015758,Don Q Son of Zorro,1925,111,
tt0015768,Du skal Are din hustru,1925,111,
tt0015772,The Eagle,1925,73,
tt0015794,Le fantAme du MoulinRouge,1925,90,
tt0015801,Feu Mathias Pascal,1926,170,
tt0015841,The Freshman,1925,77,
tt0015842,Die freudlose Gasse,1925,125,
tt0015861,Glomdalsbruden,1926,115,
tt0015863,Go West,1925,69,
tt0015864,The Gold Rush,1925,95,
tt0015872,The Goose Woman,1925,80,
tt0015881,Greed,1924,140,
tt0015883,Gribiche,1926,113,
tt0015909,Her Sister from Paris,1925,70,
tt0015935,El hAsar de la muerte,1925,65,
tt0016004,Lady Windermeres Fan,1925,120,
tt0016005,Lady of the Night,1925,70,
tt0016006,The Lady,1925,96,
tt0016013,Lazybones,1925,80,
tt0016023,Lights of Old Broadway,1925,70,
tt0016028,Little Annie Rooney,1925,94,
tt0016029,The Little Colonel,1935,81,
tt0016039,The Lost World,1925,106,
tt0016104,The Merry Widow,1925,137,
tt0016123,The Monster,1925,86,
tt0016185,Orochi,1925,74,
tt0016201,Parisian Love,1925,70,
tt0016205,Paths to Paradise,1925,78,
tt0016220,The Phantom of the Opera,1925,93,
tt0016226,The Plastic Age,1925,73,
tt0016230,The Pleasure Garden,1925,75,
tt0016232,Poil de carotte,1925,108,
tt0016240,Prem Sanyas,1925,97,
tt0016241,Pretty Ladies,1925,74,
tt0016258,The Rag Man,1925,68,
tt0016276,The Red Kimona,1925,77,
tt0016288,Riders of the Purple Sage,1925,56,
tt0016294,The Road to Yesterday,1925,107,
tt0016308,Sally of the Sawdust,1925,104,
tt0016309,Sally Irene and Mary,1925,58,
tt0016310,The Salvation Hunters,1925,70,
tt0016332,Seven Chances,1925,56,
tt0016338,She,1925,98,
tt0016377,SoulFire,1925,88,
tt0016392,Die Stadt ohne Juden,1924,80,
tt0016394,Stage Struck,1925,70,
tt0016395,Stella Dallas,1925,110,
tt0016461,Tumbleweeds,1925,78,
tt0016473,The Unholy Three,1925,86,
tt0016480,The Vanishing American,1925,110,
tt0016481,VarietA,1925,72,
tt0016491,Visages denfants,1925,114,
tt0016493,Le voyage imaginaire,1926,80,
tt0016544,The Wizard of Oz,1925,81,
tt0016545,Wolfblood,1925,68,
tt0016548,A Woman of the World,1925,70,
tt0016559,Zakroyshchik iz Torzhka,1925,65,
tt0016560,Zander the Great,1925,80,
tt0016563,Zur Chronik von Grieshuus,1925,110,
tt0016627,Bardelys the Magnificent,1926,90,
tt0016629,The Bat,1926,86,
tt0016630,Battling Butler,1926,77,
tt0016634,Beau Geste,1926,101,
tt0016640,The Bells,1926,68,
tt0016641,BenHur A Tale of the Christ,1925,143,
tt0016643,The Better Ole,1926,95,
tt0016646,Beverly of Graustark,1926,70,
tt0016654,The Black Pirate,1926,88,
tt0016655,The Blackbird,1926,86,
tt0016664,The Blue Eagle,1926,58,
tt0016669,La BohAme,1926,95,
tt0016672,The Boob,1926,64,
tt0016690,Brown of Harvard,1926,85,
tt0016691,Brudeferden i Hardanger,1926,104,
tt0016762,Dancing Mothers,1926,66,
tt0016804,Don Juan,1926,110,
tt0016822,Ella Cinders,1926,75,
tt0016827,Eves Leaves,1926,75,
tt0016832,Exit Smiling,1926,77,
tt0016847,Faust Eine deutsche Volkssage,1926,107,
tt0016854,Fig Leaves,1926,70,
tt0016871,Fine Manners,1926,70,
tt0016884,Flesh and the Devil,1926,112,
tt0016895,For Heavens Sake,1926,58,
tt0016914,Geheimnisse einer Seele,1926,97,
tt0016939,The Great K  A Train Robbery,1926,53,
tt0016947,Hands Up,1926,60,
tt0016953,Der heilige Berg,1926,100,
tt0016971,His First Flame,1927,48,
tt0017004,Its the Old Army Game,1926,70,
tt0017028,Kid Boots,1926,77,
tt0017029,Kiki,1926,108,
tt0017048,Kurutta ippAji,1926,70,
tt0017075,The Lodger A Story of the London Fog,1927,68,
tt0017082,Love Em and Leave Em,1926,76,
tt0017096,Maciste allinferno,1925,95,
tt0017103,The Magician,1926,83,
tt0017119,Mantrap,1926,86,
tt0017120,Mare Nostrum,1926,102,
tt0017128,Mat,1926,89,
tt0017136,Metropolis,1927,153,
tt0017159,Miss Mend,1926,250,
tt0017195,Namus,1925,62,
tt0017196,Nana,1926,150,
tt0017198,Nell Gwyn,1926,80,
tt0017226,Old Ironsides,1926,111,
tt0017271,Po zakonu,1926,80,
tt0017293,Protsess o tryokh millionakh,1926,66,
tt0017329,The Road to Mandalay,1926,70,
tt0017338,Der Rosenkavalier,1925,105,
tt0017350,The Scarlet Letter,1926,115,
tt0017354,The Sea Beast,1926,136,
tt0017374,The Shamrock Handicap,1926,66,
tt0017378,Shinel,1926,84,
tt0017382,The ShowOff,1926,82,
tt0017409,So This Is Paris,1926,80,
tt0017410,Sos Your Old Man,1926,67,
tt0017416,The Son of the Sheik,1926,68,
tt0017419,The Sorrows of Satan,1926,90,
tt0017423,Sparrows,1926,110,
tt0017437,The Strong Man,1926,75,
tt0017438,Der Student von Prag,1926,110,
tt0017448,Herr TartAff,1925,74,
tt0017449,The Temptress,1926,117,
tt0017463,Bad Men,1926,92,
tt0017480,Torrent,1926,88,
tt0017483,Tramp Tramp Tramp,1926,62,
tt0017519,The Volga Boatman,1926,120,
tt0017534,West Point,1927,95,
tt0017540,What Price Glory,1926,116,
tt0017567,The Winning of Barbara Worth,1926,89,
tt0017619,Almost Human,1927,60,
tt0017621,Alraune,1928,108,
tt0017632,Annie Laurie,1927,90,
tt0017653,Baby ryazanskie,1927,67,
tt0017662,Barbed Wire,1927,67,
tt0017667,The Beloved Rogue,1927,99,
tt0017735,Captain Salvation,1927,87,
tt0017736,Casanova,1927,132,
tt0017739,The Cat and the Canary,1927,108,
tt0017750,Chicago,1927,118,
tt0017751,Children of Divorce,1927,70,
tt0017765,College,1927,66,
tt0017809,Devushka s korobkoy,1927,60,
tt0017825,Downhill,1927,80,
tt0017832,The Drop Kick,1927,62,
tt0017843,Easy Virtue,1928,80,
tt0017860,The Fair CoEd,1927,71,
tt0017886,The First Auto,1927,75,
tt0017918,The Gaucho,1927,115,
tt0017925,The General,1926,67,
tt0017928,Get Your Man,1927,63,
tt0017938,La glace A trois faces,1927,45,
tt0017961,Schaste,1935,95,
tt0017998,Hindle Wakes,1927,120,
tt0018014,Hotel Imperial,1927,85,
tt0018016,Hula,1927,64,
tt0018033,It,1927,72,
tt0018037,The Jazz Singer,1927,88,
tt0018045,Le joueur dAchecs,1927,135,
tt0018051,The Kid Brother,1927,82,
tt0018054,The King of Kings,1927,155,
tt0018066,Konets SanktPeterburga,1927,85,
tt0018087,Die Liebe der Jeanne Ney,1927,104,
tt0018097,London After Midnight,1927,69,
tt0018102,Long Pants,1927,60,
tt0018107,Love,1927,82,
tt0018113,The Love of Sunya,1927,78,
tt0018138,Man Woman and Sin,1927,70,
tt0018166,Mockery,1927,75,
tt0018179,Mr Wu,1927,91,
tt0018183,My Best Girl,1927,80,
tt0018192,NapolAon vu par Abel Gance,1927,240,
tt0018217,Oktyabr,1927,142,
tt0018218,Old San Francisco,1927,88,
tt0018235,Orchids and Ermine,1927,70,
tt0018247,Paid to Love,1927,76,
tt0018253,The Patent Leather Kid,1927,150,
tt0018297,Quality Street,1927,115,
tt0018311,The Red Mill,1927,74,
tt0018328,The Ring,1927,116,
tt0018351,Running Wild,1927,68,
tt0018362,The Scar of Shame,1927,68,
tt0018379,th Heaven,1927,110,
tt0018389,A Ship Comes In,1928,70,
tt0018392,Shooting Stars,1928,80,
tt0018397,The Show,1927,76,
tt0018413,Slide Kelly Slide,1927,80,
tt0018440,Spring Fever,1927,78,
tt0018451,The Student Prince in Old Heidelberg,1927,106,
tt0018455,Sunrise A Song of Two Humans,1927,94,
tt0018464,Tarzan and the Golden Lion,1927,57,
tt0018471,Tell It to the Marines,1926,103,
tt0018487,Tillie the Toiler,1927,70,
tt0018505,Tretya meshchanskaya,1927,86,
tt0018513,Twelve Miles Out,1927,85,
tt0018515,Two Arabian Knights,1927,92,
tt0018523,Un chapeau de paille dItalie,1928,60,
tt0018524,Uncle Toms Cabin,1927,144,
tt0018526,Underworld,1927,80,
tt0018528,The Unknown,1927,63,
tt0018530,Upstream,1927,60,
tt0018566,When a Man Loves,1927,111,
tt0018578,Wings,1927,144,
tt0018579,Winners of the Wilderness,1927,68,
tt0018588,Die Frau nach der man sich sehnt,1929,76,
tt0018615,Abwege,1928,107,
tt0018618,Across to Singapore,1928,85,
tt0018678,The Battle of the Sexes,1928,88,
tt0018684,Beggars of Life,1928,100,
tt0018722,Bringing Up Father,1928,70,
tt0018737,Die BAchse der Pandora,1929,109,
tt0018742,The Cameraman,1928,76,
tt0018749,The Cardboard Lover,1928,50,
tt0018756,Champagne,1928,86,
tt0018770,La chute de la maison Usher,1928,63,
tt0018773,The Circus,1928,72,
tt0018795,The Cossacks,1928,92,
tt0018806,The Crowd,1928,98,
tt0018826,Les deux timides,1928,87,
tt0018836,The Divine Woman,1928,80,
tt0018839,The Docks of New York,1928,76,
tt0018841,Dom na Trubnoy,1928,64,
tt0018862,Eliso,1928,90,
tt0018876,The Farmers Wife,1928,100,
tt0018879,Fazil,1928,88,
tt0018882,Feel My Pulse,1928,63,
tt0018907,Devils,1928,100,
tt0018908,The Four Feathers,1929,81,
tt0018909,Four Sons,1928,100,
tt0018910,Four Walls,1928,60,
tt0018927,The Garden of Eden,1928,79,
tt0018935,Geschlecht in Fesseln,1928,107,
tt0018937,A Girl in Every Port,1928,78,
tt0018972,Hangmans House,1928,80,
tt0018990,Heimkehr,1928,78,
tt0018996,High Treason,1929,95,
tt0019043,JAjiro,1928,74,
tt0019067,A Lady of Chance,1928,78,
tt0019071,The Last Command,1928,88,
tt0019074,Laugh Clown Laugh,1928,73,
tt0019096,Lights of New York,1928,57,
tt0019098,Lilac Time,1928,80,
tt0019109,Lonesome,1928,69,
tt0019127,Maldone,1928,102,
tt0019130,The Man Who Laughs,1928,110,
tt0019151,The Matinee Idol,1928,66,
tt0019152,The Mating Call,1928,72,
tt0019182,Mother Machree,1927,75,
tt0019186,Moulin Rouge,1928,137,
tt0019195,The Mysterious Lady,1928,96,
tt0019237,Our Dancing Daughters,1928,85,
tt0019254,La passion de Jeanne dArc,1928,110,
tt0019258,The Patsy,1928,78,
tt0019286,Potomok ChingisKhana,1928,127,
tt0019290,The Power of the Press,1928,62,
tt0019304,The Racket,1928,84,
tt0019325,Riley the Cop,1928,68,
tt0019344,Sadie Thompson,1928,97,
tt0019374,Shiraz,1928,97,
tt0019379,Show People,1928,83,
tt0019388,The Singing Fool,1928,105,
tt0019400,The Smart Set,1928,80,
tt0019412,Speedy,1928,85,
tt0019415,Spione,1928,178,
tt0019421,Steamboat Bill Jr,1928,70,
tt0019429,Street Angel,1928,102,
tt0019434,Submarine,1928,93,
tt0019451,Tempest,1928,102,
tt0019462,That Certain Thing,1928,69,
tt0019480,Tire au flanc,1928,87,
tt0019489,The Trail of,1928,87,
tt0019509,Underground,1928,84,
tt0019532,The Viking,1928,90,
tt0019553,The Way of All Flesh,1927,94,
tt0019557,Weary River,1929,86,
tt0019558,The Wedding March,1928,113,
tt0019563,West of Zanzibar,1928,65,
tt0019571,While the City Sleeps,1928,66,
tt0019574,White Shadows in the South Seas,1928,88,
tt0019585,The Wind,1928,95,
